row_idx,row_pos,column,action,source,value
19,15,journal_issn,repair_value,cached_uniclean,68-Jan
551,357,journal_title,replace_nearby,cached_uniclean,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
747,476,journal_issn,replace_nearby,cached_uniclean,67-Mar
773,495,journal_title,replace_nearby,cached_uniclean,Journal of the National Cancer Institute
792,508,journal_title,replace_nearby,cached_uniclean,Journal of cardiovascular medicine (Hagerstown Md.)
801,514,journal_title,repair_value,cached_uniclean,Journal of the National Cancer Institute
27,22,journal_title,replace_nearby,cached_uniclean,TheJournal of clinical psychiatry
236,160,journal_issn,replace_nearby,cached_uniclean,47-Jan
309,204,journal_title,replace_nearby,cached_uniclean,Gut
348,227,journal_title,replace_nearby,cached_uniclean,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland
366,241,journal_title,replace_nearby,cached_uniclean,BioMed research interntional
392,257,journal_issn,replace_nearby,cached_uniclean,62-Feb
435,282,journal_issn,replace_nearby,cached_uniclean,65-Feb
532,346,journal_title,replace_nearby,cached_uniclean,Science (New York N.Y.)
575,371,journal_title,replace_nearby,cached_uniclean,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
645,416,journal_issn,repair_value,cached_uniclean,55-Jan
664,430,journal_title,replace_nearby,cached_uniclean,PLoS One
691,444,journal_issn,repair_value,cached_uniclean,60-Sep
770,492,journal_title,repair_value,cached_uniclean,PLoS One
822,528,journal_title,repair_value,cached_uniclean,Obesity (Silver Spring Md.)
849,547,journal_title,repair_value,cached_uniclean,Ann Rheum Dis
849,547,journal_issn,repair_value,cached_uniclean,67-Mar
889,572,journal_title,repair_value,cached_uniclean,PLoS One
894,576,journal_title,repair_value,cached_uniclean,The European respiratory journal
894,576,journal_issn,repair_value,cached_uniclean,0903-1936
910,585,journal_title,repair_value,cached_uniclean,Cancer
925,595,journal_title,repair_value,cached_uniclean,European Journal Of Anaesthesiology
932,600,journal_title,repair_value,cached_uniclean,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
954,611,journal_title,repair_value,cached_uniclean,International journal of obesity (2005)
980,629,journal_title,repair_value,cached_uniclean,Endocrinology
984,632,journal_title,repair_value,cached_uniclean,Am J Clin Nutr
