error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,5,6,0,2,2,,
1,75,12,0,2,2,,
2,162,11,0,2,2,,
3,264,6,0,2,2,,
4,312,12,0,2,2,,
5,359,5,0,2,2,,
6,434,5,0,2,2,,
7,586,13,0,2,2,,
8,630,2,0,2,2,,
9,710,13,0,2,2,,
10,763,12,0,2,2,,
11,834,2,0,2,2,,
12,923,2,0,2,2,,
13,1009,2,0,2,2,,
14,1102,5,0,2,2,,
15,1158,11,0,2,2,,
16,1215,13,0,2,2,,
17,1269,2,0,2,2,,
18,1343,5,0,2,2,,
19,1477,5,0,2,2,,
20,1553,13,0,2,2,,
21,1609,12,0,2,2,,
22,1680,5,0,2,2,,
23,1767,5,0,2,2,,
24,1826,11,0,2,2,,
25,1899,6,0,2,2,,
26,1943,12,0,2,2,,
27,2001,13,0,2,2,,
28,2070,6,0,2,2,,
29,2151,2,0,2,2,,
30,2231,5,0,2,2,,
31,2325,13,0,2,2,,
32,2370,2,0,2,2,,
33,2395,2,0,2,2,,
34,2415,2,0,2,2,,
35,2474,12,0,2,2,,
36,2507,12,0,2,2,,
37,2523,2,0,2,2,,
38,2569,2,0,2,2,,
39,2606,2,0,2,2,,
40,2667,11,0,2,2,,
41,2694,2,0,2,2,,
42,2745,11,0,2,2,,
43,2796,6,0,2,2,,
44,2807,11,0,2,2,,
45,2878,13,0,2,2,,
46,2920,5,0,2,2,,
47,2956,11,0,2,2,,
48,2994,2,0,2,2,,
49,3031,2,0,2,2,,
50,3067,2,0,2,2,,
51,3083,2,0,2,2,,
52,3113,5,0,2,2,,
53,3144,2,0,2,2,,
54,3172,2,0,2,2,,
55,3196,2,0,2,2,,
56,3228,2,0,2,2,,
57,3248,2,0,2,2,,
58,3282,2,0,2,2,,
59,3320,2,0,2,2,,
60,3342,2,0,2,2,,
61,3399,2,0,2,2,,
62,3433,12,0,2,2,,
63,3469,12,0,2,2,,
64,3494,13,0,2,2,,
65,3510,13,0,2,2,,
66,3557,2,0,2,2,,
67,3623,2,0,2,2,,
68,3668,2,0,2,2,,
69,3700,2,0,2,2,,
70,3746,2,0,2,2,,
71,3784,2,0,2,2,,
72,3831,2,0,2,2,,
73,3853,11,0,2,2,,
74,3907,2,0,2,2,,
75,3938,2,0,2,2,,
76,3960,2,0,2,2,,
77,3988,2,0,2,2,,
78,4047,13,0,2,2,,
79,4089,2,0,2,2,,
80,4124,12,0,2,2,,
81,4164,2,0,2,2,,
82,4193,2,0,2,2,,
83,4246,13,0,2,2,,
84,4282,2,0,2,2,,
85,4301,6,0,2,2,,
86,4318,13,0,2,2,,
87,4364,11,0,2,2,,
88,4387,13,0,2,2,,
89,4412,11,0,2,2,,
90,4463,2,0,2,2,,
91,4484,2,0,2,2,,
92,4508,2,0,2,2,,
93,4536,2,0,2,2,,
94,4562,12,0,2,2,,
95,4588,2,0,2,2,,
96,4606,2,0,2,2,,
97,4641,13,0,2,2,,
98,4674,13,0,2,2,,
99,4709,2,0,2,2,,
100,4738,2,0,2,2,,
101,4755,2,0,2,2,,
102,4803,2,0,2,2,,
103,4842,2,0,2,2,,
104,4873,2,0,2,2,,
105,4908,2,0,2,2,,
106,4941,2,0,2,2,,
107,4982,12,0,2,2,,
108,5015,2,0,2,2,,
109,5036,2,0,2,2,,
110,5081,5,0,2,2,,
111,5117,13,0,2,2,,
112,5173,2,0,2,2,,
113,5216,6,0,2,2,,
114,5232,2,0,2,2,,
115,5270,6,0,2,2,,
116,5290,11,0,2,2,,
117,5323,2,0,2,2,,
118,5380,12,0,2,2,,
119,5408,2,0,2,2,,
120,5425,2,0,2,2,,
121,5468,2,0,2,2,,
122,5494,2,0,2,2,,
123,5519,2,0,2,2,,
124,5553,2,0,2,2,,
125,5603,2,0,2,2,,
126,5643,2,0,2,2,,
127,5698,6,0,2,2,,
128,5772,5,0,2,2,,
129,5798,2,0,2,2,,
130,5814,2,0,2,2,,
131,5845,2,0,2,2,,
132,5913,2,0,2,2,,
133,5953,2,0,2,2,,
134,6006,6,0,2,2,,
135,6027,2,0,2,2,,
136,6069,5,0,2,2,,
137,6108,2,0,2,2,,
138,6135,2,0,2,2,,
139,6164,2,0,2,2,,
140,6191,2,0,2,2,,
141,6222,2,0,2,2,,
142,6266,5,0,2,2,,
143,6293,2,0,2,2,,
144,6328,2,0,2,2,,
145,6346,2,0,2,2,,
146,6374,11,0,2,2,,
147,6414,2,0,2,2,,
148,6467,2,0,2,2,,
149,6575,2,0,2,2,,
150,6616,12,0,2,2,,
151,6662,2,0,2,2,,
152,6681,2,0,2,2,,
153,6709,13,0,2,2,,
154,6742,2,0,2,2,,
155,6775,2,0,2,2,,
156,6842,12,0,2,2,,
157,6906,12,0,2,2,,
158,6967,11,0,2,2,,
159,7100,12,0,2,2,,
160,7165,12,0,2,2,,
161,7263,6,0,2,2,,
162,7355,6,0,2,2,,
163,7390,13,0,2,2,,
164,7437,11,0,2,2,,
165,7520,12,0,2,2,,
166,7576,6,0,2,2,,
167,7638,5,0,2,2,,
168,7693,6,0,2,2,,
169,7744,2,0,2,2,,
170,7827,6,0,2,2,,
171,7932,11,0,2,2,,
172,8010,12,0,2,2,,
173,8087,6,0,2,2,,
174,8119,13,0,2,2,,
175,8177,12,0,2,2,,
176,8240,6,0,2,2,,
177,8310,11,0,2,2,,
178,8407,13,0,2,2,,
179,8498,2,0,2,2,,
180,8560,5,0,2,2,,
181,8674,11,0,2,2,,
182,8706,5,0,2,2,,
183,8749,12,0,2,2,,
184,8866,12,0,2,2,,
185,8920,11,0,2,2,,
186,9008,2,0,2,2,,
187,9082,12,0,2,2,,
188,9187,5,0,2,2,,
189,9278,13,0,2,2,,
190,9367,2,0,2,2,,
191,9413,2,0,2,2,,
192,9471,2,0,2,2,,
193,9558,13,0,2,2,,
194,9623,6,0,2,2,,
195,9717,6,0,2,2,,
196,9782,11,0,2,2,,
197,9855,11,0,2,2,,
198,9911,11,0,2,2,,
199,9983,11,0,2,2,,
