row_idx,row_pos,column,action,source,value
80,73,sched_dep_time,repair_value,cached_uniclean,08:40 AM
174,161,sched_dep_time,repair_value,cached_uniclean,02:55 PM
178,164,act_dep_time,repair_value,cached_uniclean,11:30 AM
208,193,act_dep_time,repair_value,cached_uniclean,01:31 PM
221,206,sched_dep_time,repair_value,cached_uniclean,11:08 PM
228,212,sched_dep_time,repair_value,cached_uniclean,08:55 AM
230,214,act_dep_time,repair_value,cached_uniclean,03:27 PM
354,335,sched_dep_time,repair_value,cached_uniclean,09:05 AM
401,379,sched_dep_time,repair_value,cached_uniclean,04:25 PM
402,380,act_dep_time,repair_value,cached_uniclean,09:00 PM
565,536,sched_dep_time,repair_value,cached_uniclean,08:40 AM
583,554,sched_dep_time,repair_value,cached_uniclean,07:15 PM
610,579,sched_dep_time,repair_value,cached_uniclean,11:15 AM
700,666,act_dep_time,repair_value,cached_uniclean,11:08 PM
795,758,act_dep_time,repair_value,cached_uniclean,04:29 PM
875,836,act_dep_time,repair_value,cached_uniclean,08:25 PM
905,863,act_dep_time,repair_value,cached_uniclean,11:55 AM
1067,1020,sched_dep_time,repair_value,cached_uniclean,06:45 AM
1098,1050,sched_dep_time,repair_value,cached_uniclean,11:05 AM
1127,1079,act_dep_time,repair_value,cached_uniclean,11:01 AM
1132,1084,act_dep_time,repair_value,cached_uniclean,04:25 PM
1220,1170,act_dep_time,repair_value,cached_uniclean,11:40 AM
1233,1183,sched_dep_time,repair_value,cached_uniclean,10:39 AM
1316,1261,sched_dep_time,repair_value,cached_uniclean,02:55 PM
1385,1326,sched_dep_time,repair_value,cached_uniclean,04:25 PM
1392,1331,sched_dep_time,repair_value,cached_uniclean,07:35 AM
1474,1407,sched_dep_time,repair_value,cached_uniclean,08:20 PM
1477,1410,act_dep_time,repair_value,cached_uniclean,02:48 PM
1523,1452,sched_dep_time,repair_value,cached_uniclean,02:30 PM
1667,1587,sched_dep_time,repair_value,cached_uniclean,11:25 PM
1709,1627,sched_dep_time,repair_value,cached_uniclean,06:59 AM
