idx,col,error_type,estimated_value,current_dirty_value
73,2,0,0.618895810874799,
161,2,0,-1.2795620684972622,
164,3,0,1.2839502218161767,
193,3,0,-1.6179456424740457,
206,2,0,1.1184899896569203,
212,2,0,0.6855083680457484,
214,3,0,-1.2235131949006175,
335,2,0,0.7521209252166979,
379,2,0,-0.9131930040570398,
380,3,0,0.7204752967112791,
536,2,0,0.618895810874799,
554,2,0,-0.013923482249221441,
579,2,0,1.151796268242395,
666,3,0,1.1712552367951972,
758,3,0,-0.8854282398376789,
836,3,0,0.41056408790358545,
863,3,0,1.3966452068371562,
1020,2,0,-0.5135176610313428,
1050,2,0,1.0851837110714455,
1079,3,0,1.1149077442847075,
1084,3,0,-0.9699494786034135,
1170,3,0,1.3402977143266663,
1183,2,0,0.9852648753150212,
1261,2,0,-1.2795620684972622,
1326,2,0,-0.9131930040570398,
1331,2,0,0.08599535350720282,
1407,2,0,0.4856706965328999,
1410,3,0,-1.336208179921597,
1452,2,0,-1.4127871828391612,
1587,2,0,1.2184088254133445,
1627,3,0,-0.15291083720131207,
1677,3,0,-0.26560582222229157,
1700,3,0,1.4529926993476459,
1704,2,0,0.618895810874799,
1711,2,0,1.4848590540971425,
1772,3,0,-0.20925832971180183,
1776,3,0,0.2415216103721162,
1783,2,0,-1.0797243969844137,
1786,3,0,0.04430538658540206,
1791,2,0,1.3849402183407182,
1832,3,0,-1.308034433666352,
1870,3,0,-1.082644463624393,
1894,2,0,1.018571153900496,
2114,3,0,0.07247913284064694,
2129,3,0,-1.6742931349845354,
2131,3,0,-1.1671657023901276,
1386,3,1,0.5796065654350547,0.6077803116902996
1468,3,1,-0.7727332548166994,-0.6882120160509647
1538,3,1,-0.5755170310299852,-0.5755170310299852
1619,3,1,-0.4628220460090057,-0.857254493582434
1724,3,1,-0.7727332548166994,-0.7727332548166994
1818,3,1,-0.7445595085614545,-0.857254493582434
1930,3,1,-1.3925556724320867,-1.3643819261768417
1997,3,1,1.2276027293056868,-0.7163857623062097
2016,2,1,0.08599535350720282,0.1859141892636271
2096,2,1,-0.8132741683006156,-0.7799678897151407
2096,3,1,-0.7445595085614545,-0.8290807473271892
2112,2,1,-1.579318575766535,-1.6126248543520096
2179,2,1,0.7854272038021727,0.8853460395585969
