row_idx,row_pos,column,action,source,value
1,0,MeasureName,replace_nearby,cached_uniclean,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
14,13,ProviderNumber,delete_as_uniclean_repair,cached_uniclean,10019
23,22,Condition,delete_as_uniclean_repair,cached_uniclean,heart attack
43,42,State,delete_as_uniclean_repair,cached_uniclean,al
150,149,ZipCode,delete_as_uniclean_repair,cached_uniclean,35640
158,157,ZipCode,delete_as_uniclean_repair,cached_uniclean,35640
158,157,EmergencyService,delete_as_uniclean_repair,cached_uniclean,yes
217,216,CountyName,delete_as_uniclean_repair,cached_uniclean,jefferson
222,221,CountyName,delete_as_uniclean_repair,cached_uniclean,de kalb
224,223,CountyName,delete_as_uniclean_repair,cached_uniclean,de kalb
239,238,CountyName,delete_as_uniclean_repair,cached_uniclean,de kalb
248,247,PhoneNumber,delete_as_uniclean_repair,cached_uniclean,3346366221
253,252,CountyName,delete_as_uniclean_repair,cached_uniclean,clarke
254,253,ProviderNumber,delete_as_uniclean_repair,cached_uniclean,10015
315,314,ProviderNumber,delete_as_uniclean_repair,cached_uniclean,10038
333,332,ZipCode,delete_as_uniclean_repair,cached_uniclean,36305
333,332,EmergencyService,delete_as_uniclean_repair,cached_uniclean,yes
357,356,State,delete_as_uniclean_repair,cached_uniclean,al
421,420,ZipCode,delete_as_uniclean_repair,cached_uniclean,35150
449,448,HospitalName,delete_as_uniclean_repair,cached_uniclean,alaska regional hospital
449,448,Stateavg,delete_as_uniclean_repair,cached_uniclean,al_scip-vte-1
450,449,Stateavg,delete_as_uniclean_repair,cached_uniclean,al_scip-vte-2
451,450,Stateavg,delete_as_uniclean_repair,cached_uniclean,al_ami-1
452,451,Address1,delete_as_uniclean_repair,cached_uniclean,po box 287
452,451,Stateavg,delete_as_uniclean_repair,cached_uniclean,al_ami-2
457,456,CountyName,delete_as_uniclean_repair,cached_uniclean,jefferson
458,457,CountyName,delete_as_uniclean_repair,cached_uniclean,jefferson
494,493,HospitalType,delete_as_uniclean_repair,cached_uniclean,acute care hospitals
494,493,MeasureName,delete_as_uniclean_repair,cached_uniclean,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
498,497,HospitalType,delete_as_uniclean_repair,cached_uniclean,acute care hospitals
522,521,EmergencyService,delete_as_uniclean_repair,cached_uniclean,yes
560,559,ProviderNumber,delete_as_uniclean_repair,cached_uniclean,10024
560,559,State,delete_as_uniclean_repair,cached_uniclean,al
573,572,State,delete_as_uniclean_repair,cached_uniclean,al
573,572,PhoneNumber,delete_as_uniclean_repair,cached_uniclean,3347561400
588,587,EmergencyService,delete_as_uniclean_repair,cached_uniclean,yes
593,592,State,delete_as_uniclean_repair,cached_uniclean,al
594,593,PhoneNumber,delete_as_uniclean_repair,cached_uniclean,3348972257
