error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,1,1,,0.0
1,0,4,0,1,1,,0.0
2,0,15,0,2,2,,
3,0,16,0,2,2,,
4,1,3,0,1,1,,0.0
5,1,4,0,1,1,,0.0
6,1,15,0,2,2,,
7,1,16,0,2,2,,
8,2,3,0,1,1,,0.0
9,2,4,0,1,1,,0.0
10,2,15,0,2,2,,
11,2,16,0,2,2,,
12,3,3,0,1,1,,0.0
13,3,4,0,1,1,,0.0
14,3,15,0,2,2,,
15,3,16,0,2,2,,
16,4,3,0,1,1,,0.0
17,4,4,0,1,1,,0.0
18,4,15,0,2,2,,
19,4,16,0,2,2,,
20,5,3,0,1,1,,0.0
21,5,4,0,1,1,,0.0
22,5,15,0,2,2,,
23,5,16,0,2,2,,
24,6,3,0,1,1,,0.0
25,6,4,0,1,1,,0.0
26,6,15,0,2,2,,
27,6,16,0,2,2,,
28,7,3,0,1,1,,0.0
29,7,4,0,1,1,,0.0
30,7,8,0,3,3,,0.2835049145030393
31,7,15,0,2,2,,
32,7,16,0,2,2,,
33,8,3,0,1,1,,0.0
34,8,4,0,1,1,,0.0
35,9,3,0,1,1,,0.0
36,9,4,0,1,1,,0.0
37,10,3,0,1,1,,0.0
38,10,4,0,1,1,,0.0
39,11,3,0,0,0,,
40,11,4,0,0,0,,
41,12,3,0,0,0,,
42,12,4,0,0,0,,
43,13,3,0,0,0,,
44,13,4,0,0,0,,
45,13,15,0,2,2,,
46,14,1,0,3,3,,0.1090923755736302
47,14,3,0,0,0,,
48,14,4,0,0,0,,
49,14,15,0,2,2,,
50,15,3,0,0,0,,
51,15,4,0,0,0,,
52,16,3,0,1,1,,0.0
53,16,4,0,1,1,,0.0
54,17,3,0,0,0,,
55,17,4,0,0,0,,
56,18,3,0,0,0,,
57,18,4,0,0,0,,
58,18,5,0,3,3,,0.3026947140017583
59,19,3,0,0,0,,
60,19,4,0,0,0,,
61,20,3,0,1,1,,0.0
62,20,4,0,1,1,,0.0
63,20,14,0,3,3,,-0.9988280791826235
64,21,3,0,1,1,,0.0
65,21,4,0,1,1,,0.0
66,22,3,0,0,0,,
67,22,4,0,0,0,,
68,23,3,0,1,1,,0.0
69,23,4,0,1,1,,0.0
70,24,3,0,0,0,,
71,24,4,0,0,0,,
72,24,15,0,2,2,,
73,25,3,0,1,1,,0.0
74,25,4,0,1,1,,0.0
75,26,3,0,1,1,,0.0
76,26,4,0,1,1,,0.0
77,27,3,0,0,0,,
78,27,4,0,0,0,,
79,28,3,0,0,0,,
80,28,4,0,0,0,,
81,29,3,0,0,0,,
82,29,4,0,0,0,,
83,30,3,0,0,0,,
84,30,4,0,0,0,,
85,31,3,0,1,1,,0.0
86,31,4,0,1,1,,0.0
87,32,3,0,1,1,,0.0
88,32,4,0,1,1,,0.0
89,33,3,0,1,1,,0.0
90,33,4,0,1,1,,0.0
91,34,3,0,1,1,,0.0
92,34,4,0,1,1,,0.0
93,35,3,0,1,1,,0.0
94,35,4,0,1,1,,0.0
95,36,3,0,0,0,,
96,36,4,0,1,1,,0.0
97,37,3,0,0,0,,
98,37,4,0,0,0,,
99,38,3,0,0,0,,
100,38,4,0,1,1,,0.0
101,39,3,0,1,1,,0.0
102,39,4,0,1,1,,0.0
103,40,3,0,1,1,,0.0
104,40,4,0,1,1,,0.0
105,41,3,0,1,1,,0.0
106,41,4,0,1,1,,0.0
107,42,3,0,1,1,,0.0
108,42,4,0,1,1,,0.0
109,43,3,0,0,0,,
110,43,4,0,0,0,,
111,44,3,0,1,1,,0.0
112,44,4,0,1,1,,0.0
113,45,3,0,0,0,,
114,45,4,0,0,0,,
115,45,6,0,3,3,,-0.0033756561733965427
116,46,3,0,0,0,,
117,46,4,0,1,1,,0.0
118,47,3,0,1,1,,0.0
119,47,4,0,1,1,,0.0
120,47,15,0,2,2,,
121,48,3,0,1,1,,0.0
122,48,4,0,1,1,,0.0
123,49,3,0,0,0,,
124,49,4,0,0,0,,
125,49,15,0,3,3,,-1.4569627472490447
126,50,3,0,0,0,,
127,50,4,0,0,0,,
128,50,15,0,2,2,,
129,51,3,0,0,0,,
130,51,4,0,0,0,,
131,52,3,0,1,1,,0.0
132,52,4,0,1,1,,0.0
133,53,3,0,0,0,,
134,53,4,0,0,0,,
135,54,3,0,1,1,,0.0
136,54,4,0,1,1,,0.0
137,55,3,0,0,0,,
138,55,4,0,0,0,,
139,55,9,0,3,3,,-0.09974393680248111
140,56,3,0,0,0,,
141,56,4,0,0,0,,
142,57,3,0,1,1,,0.0
143,57,4,0,1,1,,0.0
144,58,2,0,3,3,,0.32486639071384654
