relative_path,row_count,columns,bytes
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_025_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303327
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_05_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303324
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_075_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303311
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_125_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303455
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_15_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303842
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_175_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303872
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_1_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303324
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/1_hospital_2_cleaned_by_uniclean.csv,1000,index|ProviderNumber|HospitalName|Address1|Address2|Address3|City|State|ZipCode|CountyName|PhoneNumber|HospitalType|HospitalOwner|EmergencyService|Condition|MeasureCode|MeasureName|Score|Sample|Stateavg,303401
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_025_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_05_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_075_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_125_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_15_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158817
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_175_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_1_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/2_flights_2_cleaned_by_uniclean.csv,2376,index|src|flight|sched_dep_time|act_dep_time|sched_arr_time|act_arr_time,158816
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_025_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245945
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_05_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245943
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_075_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245940
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_125_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245881
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_15_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245911
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_175_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245887
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_1_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245963
result_assets/UnicleanResult/Uniclean_cleaned_data/artificial_error_cleaned_data/3_beers_2_cleaned_by_uniclean.csv,2410,index|id|beer_name|style|ounces|abv|ibu|brewery_id|brewery_name|city|state,245916
