error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,3,3,,0.0
1,0,4,0,3,3,,0.0
2,0,15,0,2,2,,
3,0,16,0,2,2,,
4,1,3,0,3,3,,0.0
5,1,4,0,3,3,,0.0
6,1,15,0,2,2,,
7,1,16,0,2,2,,
8,2,3,0,3,3,,0.0
9,2,4,0,3,3,,0.0
10,2,15,0,2,2,,
11,2,16,0,2,2,,
12,3,3,0,3,3,,0.0
13,3,4,0,3,3,,0.0
14,3,15,0,2,2,,
15,3,16,0,2,2,,
16,4,3,0,3,3,,0.0
17,4,4,0,3,3,,0.0
18,4,15,0,2,2,,
19,4,16,0,2,2,,
20,5,3,0,3,3,,0.0
21,5,4,0,3,3,,0.0
22,5,15,0,2,2,,
23,5,16,0,2,2,,
24,6,3,0,3,3,,0.0
25,6,4,0,3,3,,0.0
26,6,15,0,2,2,,
27,6,16,0,2,2,,
28,7,3,0,3,3,,0.0
29,7,4,0,3,3,,0.0
30,7,15,0,2,2,,
31,7,16,0,2,2,,
32,8,3,0,3,3,,0.0
33,8,4,0,3,3,,0.0
34,9,3,0,3,3,,0.0
35,9,4,0,3,3,,0.0
36,10,3,0,0,0,,
37,10,4,0,0,0,,
38,11,3,0,0,0,,
39,11,4,0,0,0,,
40,12,3,0,1,1,,0.0
41,12,4,0,1,1,,0.0
42,13,3,0,0,0,,
43,13,4,0,0,0,,
44,13,15,0,2,2,,
45,14,3,0,0,0,,
46,14,4,0,0,0,,
47,14,15,0,2,2,,
48,15,3,0,1,1,,0.0
49,15,4,0,1,1,,0.0
50,16,3,0,1,1,,0.0
51,16,4,0,1,1,,0.0
52,17,3,0,0,0,,
53,17,4,0,0,0,,
54,18,3,0,0,0,,
55,18,4,0,0,0,,
56,19,3,0,1,1,,0.0
57,19,4,0,1,1,,0.0
58,20,3,0,1,1,,0.0
59,20,4,0,1,1,,0.0
60,21,3,0,1,1,,0.0
61,21,4,0,1,1,,0.0
62,22,3,0,1,1,,0.0
63,22,4,0,1,1,,0.0
64,23,3,0,1,1,,0.0
65,23,4,0,1,1,,0.0
66,24,3,0,0,0,,
67,24,4,0,0,0,,
68,24,15,0,2,2,,
69,25,3,0,1,1,,0.0
70,25,4,0,1,1,,0.0
71,26,3,0,1,1,,0.0
72,26,4,0,1,1,,0.0
73,27,3,0,1,1,,0.0
74,27,4,0,1,1,,0.0
75,28,3,0,0,0,,
76,28,4,0,0,0,,
77,29,3,0,1,1,,0.0
78,29,4,0,1,1,,0.0
79,30,3,0,1,1,,0.0
80,30,4,0,1,1,,0.0
81,31,3,0,1,1,,0.0
82,31,4,0,1,1,,0.0
83,32,3,0,1,1,,0.0
84,32,4,0,1,1,,0.0
85,33,3,0,1,1,,0.0
86,33,4,0,1,1,,0.0
87,34,3,0,1,1,,0.0
88,34,4,0,1,1,,0.0
89,35,3,0,1,1,,0.0
90,35,4,0,1,1,,0.0
91,36,3,0,1,1,,0.0
92,36,4,0,1,1,,0.0
93,37,3,0,1,1,,0.0
94,37,4,0,1,1,,0.0
95,38,3,0,1,1,,0.0
96,38,4,0,1,1,,0.0
97,39,3,0,1,1,,0.0
98,39,4,0,1,1,,0.0
99,40,3,0,1,1,,0.0
100,40,4,0,1,1,,0.0
101,41,3,0,1,1,,0.0
102,41,4,0,1,1,,0.0
103,42,3,0,1,1,,0.0
104,42,4,0,1,1,,0.0
105,43,3,0,0,0,,
106,43,4,0,1,1,,0.0
107,44,3,0,1,1,,0.0
108,44,4,0,1,1,,0.0
109,45,3,0,0,0,,
110,45,4,0,0,0,,
111,46,3,0,0,0,,
112,46,4,0,1,1,,0.0
113,47,3,0,1,1,,0.0
114,47,4,0,1,1,,0.0
115,47,15,0,3,3,,1.2337934373656634
116,48,3,0,1,1,,0.0
117,48,4,0,1,1,,0.0
118,49,3,0,0,0,,
119,49,4,0,0,0,,
120,49,15,0,3,3,,1.2337934373656634
121,50,3,0,0,0,,
122,50,4,0,1,1,,0.0
123,50,15,0,3,3,,-1.4520449033067926
124,51,3,0,1,1,,0.0
125,51,4,0,1,1,,0.0
126,52,3,0,1,1,,0.0
127,52,4,0,1,1,,0.0
128,53,3,0,0,0,,
129,53,4,0,0,0,,
130,54,3,0,1,1,,0.0
131,54,4,0,1,1,,0.0
132,55,3,0,1,1,,0.0
133,55,4,0,1,1,,0.0
134,56,3,0,1,1,,0.0
135,56,4,0,1,1,,0.0
136,57,3,0,1,1,,0.0
137,57,4,0,1,1,,0.0
138,58,3,0,0,0,,
139,58,4,0,0,0,,
140,59,3,0,1,1,,0.0
141,59,4,0,1,1,,0.0
142,60,3,0,0,0,,
143,60,4,0,1,1,,0.0
144,61,3,0,0,0,,
145,61,4,0,0,0,,
146,62,3,0,1,1,,0.0
147,62,4,0,1,1,,0.0
148,63,3,0,1,1,,0.0
149,63,4,0,1,1,,0.0
150,64,3,0,1,1,,0.0
151,64,4,0,1,1,,0.0
152,65,3,0,1,1,,0.0
153,65,4,0,1,1,,0.0
154,65,15,0,3,3,,1.1411783221700615
155,66,3,0,0,0,,
156,66,4,0,0,0,,
157,67,3,0,0,0,,
158,67,4,0,0,0,,
159,68,3,0,0,0,,
160,68,4,0,0,0,,
161,69,3,0,1,1,,0.0
162,69,4,0,1,1,,0.0
163,70,3,0,0,0,,
164,70,4,0,0,0,,
165,71,3,0,0,0,,
166,71,4,0,1,1,,0.0
167,72,3,0,0,0,,
168,72,4,0,0,0,,
169,73,3,0,1,1,,0.0
170,73,4,0,1,1,,0.0
171,74,3,0,0,0,,
172,74,4,0,0,0,,
173,74,15,0,3,3,,-1.4520449033067926
174,75,3,0,1,1,,0.0
175,75,4,0,1,1,,0.0
176,76,3,0,0,0,,
177,76,4,0,0,0,,
178,77,3,0,1,1,,0.0
179,77,4,0,1,1,,0.0
180,78,3,0,0,0,,
181,78,4,0,0,0,,
182,79,3,0,0,0,,
183,79,4,0,0,0,,
184,80,3,0,0,0,,
185,80,4,0,0,0,,
186,81,3,0,0,0,,
187,81,4,0,0,0,,
188,82,3,0,1,1,,0.0
189,82,4,0,1,1,,0.0
190,83,3,0,0,0,,
191,83,4,0,0,0,,
192,84,3,0,0,0,,
193,84,4,0,0,0,,
194,85,3,0,0,0,,
195,85,4,0,0,0,,
196,86,3,0,1,1,,0.0
197,86,4,0,1,1,,0.0
198,87,3,0,0,0,,
199,87,4,0,1,1,,0.0
200,88,3,0,1,1,,0.0
201,88,4,0,1,1,,0.0
202,89,3,0,0,0,,
203,89,4,0,0,0,,
204,90,3,0,1,1,,0.0
205,90,4,0,1,1,,0.0
206,91,3,0,0,0,,
207,91,4,0,0,0,,
208,92,3,0,1,1,,0.0
209,92,4,0,1,1,,0.0
210,93,3,0,0,0,,
211,93,4,0,0,0,,
212,94,3,0,1,1,,0.0
213,94,4,0,1,1,,0.0
214,95,3,0,1,1,,0.0
215,95,4,0,1,1,,0.0
216,96,3,0,1,1,,0.0
217,96,4,0,1,1,,0.0
218,96,15,0,3,3,,-0.7574315393397781
219,97,3,0,1,1,,0.0
220,97,4,0,1,1,,0.0
221,97,15,0,3,3,,-0.7574315393397781
222,98,3,0,1,1,,0.0
223,98,4,0,1,1,,0.0
224,99,3,0,1,1,,0.0
225,99,4,0,1,1,,0.0
226,99,15,0,3,3,,-0.7574315393397781
227,100,3,0,0,0,,
228,100,4,0,0,0,,
229,100,15,0,3,3,,-0.7574315393397781
230,101,3,0,1,1,,0.0
231,101,4,0,1,1,,0.0
232,102,3,0,1,1,,0.0
233,102,4,0,1,1,,0.0
234,103,3,0,1,1,,0.0
235,103,4,0,1,1,,0.0
236,104,3,0,1,1,,0.0
237,104,4,0,1,1,,0.0
238,105,3,0,1,1,,0.0
239,105,4,0,1,1,,0.0
240,106,3,0,1,1,,0.0
241,106,4,0,1,1,,0.0
242,107,3,0,1,1,,0.0
243,107,4,0,1,1,,0.0
244,108,3,0,1,1,,0.0
245,108,4,0,1,1,,0.0
246,109,3,0,0,0,,
247,109,4,0,1,1,,0.0
