idx,col,error_type,estimated_value,current_dirty_value
0,3,0,0.0,
0,4,0,0.0,
1,3,0,0.0,
1,4,0,0.0,
5,8,0,0.4186446573567435,
11,7,0,-0.5048441254604421,
29,8,0,0.24799143573763893,
37,7,0,1.8011279950207424,
44,8,0,0.9306043222140572,
114,1,0,0.9118363506887398,
124,5,0,0.368013720736616,
131,3,0,0.0,
146,5,0,0.18907973120552946,
146,6,0,-0.06221758539992035,
170,7,0,0.0075941235353767225,
174,1,0,-1.2186951135591517,
189,1,0,0.5123617011422602,
210,6,0,-0.06221758539992035,
227,5,0,0.18907973120552946,
249,3,0,0.0,
249,4,0,0.0,
258,2,0,0.5919722864480865,
269,3,0,0.0,
269,4,0,0.0,
275,14,0,0.4261315390845971,
277,8,0,1.9545236519286848,
288,15,0,-1.451991134367145,
289,15,0,-1.451991134367145,
290,15,0,-1.451991134367145,
291,6,0,-0.06221758539992035,
291,15,0,-1.451991134367145,
292,15,0,-1.451991134367145,
293,5,0,-1.182747521866134,
293,15,0,-1.451991134367145,
294,15,0,-1.451991134367145,
295,15,0,-1.451991134367145,
296,15,0,-1.451991134367145,
297,15,0,-1.451991134367145,
298,11,0,0.39668864611745996,
298,15,0,-1.451991134367145,
299,15,0,-1.451991134367145,
300,15,0,-1.451991134367145,
301,15,0,-1.451991134367145,
302,15,0,-1.451991134367145,
307,7,0,0.7121967159046275,
314,9,0,-0.9542874441243143,
328,6,0,-0.06221758539992035,
330,8,0,0.24799143573763893,
338,14,0,0.025354443310692663,
343,3,0,0.0,
343,4,0,0.0,
352,7,0,-0.9532275933317835,
352,15,0,-1.5024578029696734,
362,11,0,0.39668864611745996,
363,4,0,0.0,
365,3,0,0.0,
365,4,0,0.0,
367,3,0,0.0,
367,4,0,0.0,
370,14,0,1.45670121393178,
376,15,0,-0.7959244425342761,
386,15,0,-0.2912577565089922,
388,15,0,-0.2912577565089922,
389,15,0,-0.2912577565089922,
394,3,0,0.0,
394,4,0,0.0,
397,3,0,0.0,
397,4,0,0.0,
399,3,0,0.0,
399,4,0,0.0,
403,3,0,0.0,
403,4,0,0.0,
404,3,0,0.0,
404,4,0,0.0,
405,3,0,0.0,
405,4,0,0.0,
406,3,0,0.0,
406,4,0,0.0,
407,3,0,0.0,
407,4,0,0.0,
408,3,0,0.0,
408,4,0,0.0,
409,3,0,0.0,
409,4,0,0.0,
409,15,0,-1.451991134367145,
410,3,0,0.0,
410,4,0,0.0,
411,3,0,0.0,
411,4,0,0.0,
411,15,0,-1.451991134367145,
412,3,0,0.0,
412,4,0,0.0,
412,15,0,-1.451991134367145,
413,3,0,0.0,
413,4,0,0.0,
414,3,0,0.0,
414,4,0,0.0,
415,3,0,0.0,
415,4,0,0.0,
416,3,0,0.0,
416,4,0,0.0,
417,3,0,0.0,
417,4,0,0.0,
418,3,0,0.0,
418,4,0,0.0,
419,3,0,0.0,
419,4,0,0.0,
420,3,0,0.0,
420,4,0,0.0,
421,3,0,0.0,
421,4,0,0.0,
422,3,0,0.0,
422,4,0,0.0,
424,3,0,0.0,
424,4,0,0.0,
425,3,0,0.0,
425,4,0,0.0,
426,3,0,0.0,
426,4,0,0.0,
427,3,0,0.0,
427,4,0,0.0,
428,3,0,0.0,
428,4,0,0.0,
429,3,0,0.0,
429,4,0,0.0,
430,3,0,0.0,
430,4,0,0.0,
431,3,0,0.0,
431,4,0,0.0,
432,3,0,0.0,
432,4,0,0.0,
433,3,0,0.0,
433,4,0,0.0,
433,14,0,0.5978931515591276,
434,3,0,0.0,
434,4,0,0.0,
435,3,0,0.0,
435,4,0,0.0,
436,3,0,0.0,
436,4,0,0.0,
437,3,0,0.0,
437,4,0,0.0,
438,3,0,0.0,
438,4,0,0.0,
439,3,0,0.0,
439,4,0,0.0,
439,11,0,0.39668864611745996,
440,3,0,0.0,
440,4,0,0.0,
441,3,0,0.0,
441,4,0,0.0,
442,3,0,0.0,
442,4,0,0.0,
443,3,0,0.0,
443,4,0,0.0,
444,3,0,0.0,
444,4,0,0.0,
445,3,0,0.0,
445,4,0,0.0,
446,3,0,0.0,
446,4,0,0.0,
447,3,0,0.0,
447,4,0,0.0,
448,3,0,0.0,
448,4,0,0.0,
449,3,0,0.0,
449,4,0,0.0,
450,3,0,0.0,
450,4,0,0.0,
458,3,0,0.0,
458,4,0,0.0,
459,3,0,0.0,
459,4,0,0.0,
460,3,0,0.0,
460,4,0,0.0,
460,15,0,-1.5024578029696734,
461,3,0,0.0,
461,4,0,0.0,
462,3,0,0.0,
462,4,0,0.0,
463,3,0,0.0,
463,4,0,0.0,
464,3,0,0.0,
464,4,0,0.0,
464,15,0,-1.5024578029696734,
465,3,0,0.0,
465,4,0,0.0,
466,3,0,0.0,
466,4,0,0.0,
467,3,0,0.0,
467,4,0,0.0,
468,3,0,0.0,
468,4,0,0.0,
469,3,0,0.0,
469,4,0,0.0,
470,3,0,0.0,
470,4,0,0.0,
471,3,0,0.0,
471,4,0,0.0,
472,3,0,0.0,
