error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,1,7,0,2,2,,
1,3,1,0,2,2,,
2,3,2,0,2,2,,
3,3,3,0,2,2,,
4,5,1,0,1,1,,1.0245658327847982
5,5,2,0,1,1,,0.3346874326955829
6,5,3,0,1,1,,0.5803025118677081
7,7,2,0,1,1,,-1.8866196706077092
8,7,3,0,3,3,,-0.46216541708789427
9,8,2,0,1,1,,-0.5628103868208988
10,11,1,0,1,1,,0.2513016315284762
11,11,2,0,1,1,,-0.4281857138934265
12,11,3,0,1,1,,0.548226575592151
13,12,2,0,1,1,,-1.0339967420670517
14,14,2,0,1,1,,-1.29202736517804
15,15,2,0,1,1,,-0.8208410099318872
16,18,1,0,1,1,,-1.0114600916240497
17,18,2,0,1,1,,-0.7535286734681511
18,18,3,0,1,1,,-1.0876461744612556
19,23,2,0,1,1,,0.6824678377582195
20,23,3,0,1,1,,0.01095464297657142
21,25,2,0,1,1,,-1.29202736517804
22,27,2,0,1,1,,-0.5403729413329867
23,28,1,0,3,3,,-1.8060067938323807
24,28,2,0,1,1,,-1.8866196706077092
25,28,3,0,3,3,,-0.46216541708789427
26,29,2,0,1,1,,-1.740776274936281
27,38,2,0,1,1,,-1.29202736517804
28,40,1,0,3,3,,-0.31623172719176024
29,40,2,0,1,1,,-0.22624870450221812
30,40,3,0,1,1,,0.043030579252128415
31,46,1,0,3,3,,-1.3448859398721886
32,46,2,0,1,1,,-1.29202736517804
33,46,3,0,1,1,,-1.5607662345257214
34,50,2,0,1,1,,-0.0018742496230977207
35,51,2,0,1,1,,0.05421936409668238
36,52,7,0,0,0,,
37,55,2,0,1,1,,-1.9651507298154014
38,59,2,0,1,1,,-0.8993720691395793
39,60,1,0,3,3,,0.3080549674004998
40,60,2,0,1,1,,0.30103126446371486
41,60,3,0,1,1,,-1.7291648999723956
42,61,3,0,1,1,,-1.2640638239768192
43,67,1,0,3,3,,-0.9476125887680232
44,67,2,0,1,1,,-1.8193073341439732
45,67,3,0,1,1,,1.83928301068332
46,70,2,0,2,2,,
47,72,2,0,1,1,,-0.24868614999013017
48,76,2,0,1,1,,-1.5724954337769406
49,77,1,0,3,3,,1.0245658327847982
50,77,2,0,1,1,,2.017495844288986
51,77,3,0,1,1,,1.0454035878632846
52,81,1,0,3,3,,0.017194121056378655
