idx,col,error_type,estimated_value,current_dirty_value
5,1,0,1.0245658327847982,
5,2,0,0.3346874326955829,
5,3,0,0.5803025118677081,
7,2,0,-1.8866196706077092,
8,2,0,-0.5628103868208988,
11,1,0,0.2513016315284762,
11,2,0,-0.4281857138934265,
11,3,0,0.548226575592151,
12,2,0,-1.0339967420670517,
14,2,0,-1.29202736517804,
15,2,0,-0.8208410099318872,
18,1,0,-1.0114600916240497,
18,2,0,-0.7535286734681511,
18,3,0,-1.0876461744612556,
23,2,0,0.6824678377582195,
23,3,0,0.01095464297657142,
25,2,0,-1.29202736517804,
27,2,0,-0.5403729413329867,
28,2,0,-1.8866196706077092,
29,2,0,-1.740776274936281,
38,2,0,-1.29202736517804,
40,2,0,-0.22624870450221812,
40,3,0,0.043030579252128415,
46,2,0,-1.29202736517804,
46,3,0,-1.5607662345257214,
50,2,0,-0.0018742496230977207,
51,2,0,0.05421936409668238,
55,2,0,-1.9651507298154014,
59,2,0,-0.8993720691395793,
60,2,0,0.30103126446371486,
60,3,0,-1.7291648999723956,
61,3,0,-1.2640638239768192,
67,2,0,-1.8193073341439732,
67,3,0,1.83928301068332,
72,2,0,-0.24868614999013017,
76,2,0,-1.5724954337769406,
77,2,0,2.017495844288986,
77,3,0,1.0454035878632846,
81,2,0,0.6488116695263515,
81,3,0,-0.7348108754301287,
85,2,0,-1.4939643745692486,
86,2,0,-0.4169669911494705,
86,3,0,-1.0234943019101417,
88,2,0,-0.22624870450221812,
88,3,0,0.043030579252128415,
89,2,0,-1.1013090785307877,
91,2,0,-1.3256835334099082,
95,2,0,1.2882788659318447,
96,2,0,-1.1013090785307877,
97,2,0,1.2882788659318447,
99,2,0,0.41321849190327503,
99,3,0,0.1071824518032424,
100,2,0,-0.09162403157474588,
100,3,0,1.4383338072388576,
101,2,0,0.3346874326955829,
101,3,0,0.5803025118677081,
104,2,0,-0.7535286734681511,
104,3,0,-1.0876461744612556,
110,2,0,0.6600303922703075,
110,3,0,-0.2536718312967738,
112,2,0,1.2882788659318447,
118,2,0,-2.122212848230786,
120,2,0,0.3346874326955829,
120,3,0,0.5803025118677081,
122,2,0,-0.22624870450221812,
128,2,0,-0.22624870450221812,
131,2,0,1.445340984347229,
131,3,0,-1.68105099555906,
132,2,0,1.467778429835141,
135,2,0,0.02056319586481432,
135,3,0,-1.4003865531479363,
137,2,0,-1.5724954337769406,
142,2,0,-0.4169669911494705,
142,3,0,-1.0234943019101417,
151,2,0,-1.29202736517804,
151,3,0,-1.5607662345257214,
155,2,0,-1.0676529102989196,
163,2,0,-0.5515916640769427,
166,2,0,-1.8866196706077092,
167,2,0,-0.7871848417000191,
177,2,0,0.41321849190327503,
177,3,0,1.710979265581092,
181,2,0,-0.4169669911494705,
181,3,0,-1.0234943019101417,
182,2,0,1.7258090529461294,
185,2,0,-0.9218095146274914,
191,2,0,1.445340984347229,
194,2,0,1.6136218255065693,
196,2,0,-1.4378707608494683,
198,2,0,0.41321849190327503,
203,2,0,1.535090766298877,
205,2,0,-1.0003405738351836,
206,2,0,-0.6413414460285909,
208,2,0,0.41321849190327503,
210,2,0,0.6375929467823954,
221,2,0,-1.8978383933516652,
225,2,0,-1.841744779631885,
226,2,0,1.6697154392263494,
229,2,0,0.8619674016615159,
230,2,0,-0.0018742496230977207,
232,2,0,-1.3256835334099082,
236,2,0,-0.22624870450221812,
474,2,0,-0.2599048727340862,
475,2,0,-0.22624870450221812,
478,2,0,-0.03553041785496578,
484,6,0,-1.4983179706350305,
485,2,0,-0.686216337004415,
486,2,0,1.2434039749560206,
487,2,0,1.6360592709944812,
489,2,0,1.6136218255065693,
494,2,0,-1.8866196706077092,
499,2,0,0.02056319586481432,
499,3,0,-1.4003865531479363,
504,2,0,-0.686216337004415,
504,3,0,1.3421059984121868,
515,2,0,-2.0100256207912253,
516,1,0,-0.500680068775837,
516,2,0,0.6824678377582195,
516,3,0,0.01095464297657142,
517,2,0,-0.5403729413329867,
520,2,0,1.8940898941054698,
521,1,0,0.15907746073643775,
521,2,0,0.5141869965988792,
523,2,0,-0.43940443663738254,
524,1,0,-0.31623172719176024,
524,2,0,-0.22624870450221812,
524,3,0,0.043030579252128415,
525,2,0,-0.4281857138934265,
525,3,0,0.548226575592151,
527,1,0,1.67722919531307,
527,2,0,-0.45062315938133857,
527,3,0,0.16331534028546715,
533,1,0,-0.31623172719176024,
533,2,0,-0.22624870450221812,
533,3,0,0.043030579252128415,
535,1,0,0.18745412867244957,
535,2,0,0.8619674016615159,
535,3,0,-1.6569940433523922,
536,2,0,-0.8096222871879312,
542,1,0,0.5208799769205884,
542,2,0,0.12153170056041851,
542,3,0,0.21944822876769188,
545,2,0,0.6824678377582195,
545,3,0,0.01095464297657142,
548,1,0,0.5350683108885944,
548,2,0,0.41321849190327503,
548,3,0,1.2378592055166264,
549,2,0,1.8940898941054698,
552,1,0,1.7978300340411204,
552,2,0,0.09909425507250647,
552,3,0,-0.27772878350344155,
554,2,0,1.3555912023955807,
556,1,0,0.26548996549648207,
556,2,0,-0.24868614999013017,
556,3,0,0.7887960976588285,
558,2,0,-1.29202736517804,
559,3,0,-1.328215696527933,
560,1,0,0.18745412867244957,
560,2,0,0.8619674016615159,
560,3,0,-0.7187729072923502,
561,2,0,0.37956232367140696,
562,1,0,-1.124966763368097,
563,1,0,0.5350683108885944,
563,2,0,0.41321849190327503,
563,3,0,0.1071824518032424,
565,1,0,1.1026016696088308,
565,2,0,1.7819026666659095,
565,3,0,-1.2319878877012622,
566,1,0,0.2442074645444732,
566,2,0,0.6600303922703075,
566,3,0,-0.2536718312967738,
567,3,0,0.49209368710992635,
568,2,0,-1.8866196706077092,
569,3,0,1.4944666957210824,
570,2,0,1.501434598067009,
570,3,0,0.37982791014547684,
573,2,0,0.3346874326955829,
573,3,0,0.5803025118677081,
575,1,0,0.13070079280042593,
575,2,0,0.02056319586481432,
575,3,0,-1.4003865531479363,
578,1,0,1.0245658327847982,
578,2,0,0.3346874326955829,
578,3,0,0.5803025118677081,
587,2,0,1.501434598067009,
587,3,0,0.37982791014547684,
588,2,0,1.6024031027626133,
596,2,0,-0.22624870450221812,
597,1,0,0.5350683108885944,
597,2,0,0.41321849190327503,
597,3,0,0.1071824518032424,
605,2,0,1.5238720435549211,
605,3,0,-0.1093301180567673,
607,2,0,-1.8866196706077092,
608,1,0,0.5350683108885944,
608,2,0,0.41321849190327503,
608,3,0,0.1071824518032424,
610,2,0,0.3346874326955829,
610,3,0,0.5803025118677081,
610,6,0,0.8907201583553462,
612,2,0,1.0639044110527243,
620,2,0,0.6600303922703075,
620,3,0,-0.2536718312967738,
621,2,0,0.6375929467823954,
621,3,0,0.24350518097435964,
623,2,0,-1.0003405738351836,
628,2,0,-0.13649892255056997,
628,3,0,-0.5583932259145652,
628,7,0,0.0005102815728152723,
633,1,0,-0.351702562111775,
633,2,0,-0.4169669911494705,
633,3,0,-0.22961487909010603,
640,7,0,1.3483468465060198,
641,2,0,-0.43940443663738254,
