error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,1,7,0,0,0,,
1,3,1,0,0,0,,
2,3,2,0,2,2,,
3,3,3,0,2,2,,
4,5,1,0,1,1,,1.0009130567213804
5,5,2,0,1,1,,0.3346874326955829
6,5,3,0,1,1,,0.6014345297636472
7,6,1,0,3,3,,-0.9667902999558923
8,7,2,0,1,1,,-1.8866196706077092
9,7,3,0,3,3,,-0.4367545450248179
10,8,2,0,1,1,,-0.5628103868208988
11,11,1,0,3,3,,0.23372185628403216
12,11,2,0,1,1,,-0.4281857138934265
13,11,3,0,1,1,,0.585338575115764
14,12,2,0,1,1,,-1.0339967420670517
15,14,2,0,1,1,,-1.29202736517804
16,15,2,0,1,1,,-1.7071201067044128
17,18,1,0,3,3,,-1.0165156555397945
18,18,2,0,1,1,,-0.7535286734681511
19,18,3,0,3,3,,-1.0725447536162036
20,23,2,0,1,1,,0.6824678377582195
21,23,3,0,1,1,,0.05417207173561907
22,25,2,0,1,1,,-1.29202736517804
23,27,2,0,1,1,,-0.5403729413329867
24,28,1,0,3,3,,-1.8263285893347732
25,28,2,0,1,1,,-1.8866196706077092
26,28,3,0,3,3,,-0.4367545450248179
27,29,2,0,1,1,,-1.740776274936281
28,38,2,0,1,1,,-1.29202736517804
29,40,1,0,3,3,,-0.32746429959143547
30,40,2,0,1,1,,-0.22624870450221812
31,40,3,0,1,1,,0.08636398103138543
32,46,1,0,3,3,,-1.3432822779482947
33,46,2,0,1,1,,-1.29202736517804
34,46,3,0,3,3,,-1.5393274384048157
35,47,3,0,1,1,,-0.2999389305178109
36,50,2,0,1,1,,-0.0018742496230977207
37,51,2,0,1,1,,0.05421936409668238
38,52,7,0,0,0,,
39,55,2,0,1,1,,-1.9651507298154014
40,59,2,0,1,1,,-0.8993720691395793
41,60,1,0,3,3,,0.2905508340942061
42,60,2,0,1,1,,0.30103126446371486
43,60,3,0,3,3,,-1.7083349622075892
44,61,3,0,3,3,,-1.241552277418977
45,67,1,0,3,3,,-0.9525830555033489
46,67,2,0,1,1,,-0.686216337004415
47,67,3,0,1,1,,1.6074316952563459
48,70,2,0,2,2,,
49,72,2,0,1,1,,-0.24868614999013017
50,76,2,0,1,1,,-1.5724954337769406
51,77,1,0,3,3,,0.6812500565391519
52,77,2,0,1,1,,0.6600303922703075
53,77,3,0,3,3,,-1.297888118686568
54,81,1,0,3,3,,0.006405945043336416
55,81,2,0,1,1,,0.6488116695263515
56,81,3,0,3,3,,-0.7184337513627735
57,85,2,0,1,1,,-1.7071201067044128
58,85,7,0,3,3,,0.3256462950435444
59,86,1,0,3,3,,-0.6400236775473922
60,86,2,0,1,1,,-0.4169669911494705
61,86,3,0,1,1,,-1.0081609350246707
62,88,1,0,3,3,,-0.32746429959143547
63,88,2,0,1,1,,-0.22624870450221812
64,88,3,0,3,3,,0.08636398103138543
65,89,2,0,1,1,,-1.1013090785307877
66,91,2,0,1,1,,-1.29202736517804
67,95,2,0,1,1,,1.2882788659318447
68,96,2,0,1,1,,-1.1013090785307877
69,97,2,0,1,1,,1.2882788659318447
70,99,1,0,3,3,,0.5249703675611737
71,99,2,0,1,1,,0.41321849190327503
72,99,3,0,3,3,,0.14269982229897657
73,100,1,0,3,3,,-0.9596866777296206
74,100,2,0,1,1,,-0.5628103868208988
75,100,3,0,3,3,,-0.10678747474321273
