idx,col,error_type,estimated_value,current_dirty_value
0,3,0,-0.26551385964218677,
1,3,0,0.4928848935687711,
2,3,0,-1.275169306326259,
3,3,0,-1.3452292743829224,
4,3,0,-1.3285883883943965,
5,3,0,0.7280821843638967,
6,3,0,-0.5600948035406057,
7,3,0,0.278738954728852,
8,3,0,-0.3698422906204495,
9,3,0,0.504735512311371,
10,3,0,-1.310158289155646,
11,3,0,-1.270593439372963,
12,3,0,0.21133266770256717,
13,3,0,-1.3113385019046864,
15,3,0,0.6641175937598446,
16,3,0,0.5969034081935354,
17,3,0,-0.35772206665228695,
18,3,0,0.27564596752095116,
19,3,0,-0.5671579874819901,
20,3,0,-0.5698935847127707,
23,3,0,-0.32718516202277337,
40,3,0,1.4980730570291545,
41,3,0,-0.6428434555391302,
44,3,0,-0.5589996604641017,
45,3,0,-1.0702409034702975,
46,3,0,-0.6767923532641618,
47,3,0,-0.6293650246667827,
48,3,0,-1.0733218426262934,
50,3,0,-0.36142711224022794,
52,3,0,-0.6216689585379274,
61,3,0,-0.3106373048339685,
79,3,0,0.9015114040265171,
90,3,0,-0.6987731704885882,
91,3,0,-0.03345064974646317,
92,3,0,-0.030867468927443437,
93,3,0,0.38528181247571913,
94,3,0,0.1985453932380189,
96,3,0,-0.1412722710312102,
97,3,0,-0.20675807826879192,
98,3,0,0.38646640494874096,
99,3,0,0.8030326264787535,
100,3,0,0.8781603524435452,
101,3,0,-1.355523270923852,
102,3,0,1.5497027383271602,
103,3,0,-1.738359088546475,
104,3,0,0.02044419643693565,
119,3,0,0.5900880625986178,
120,3,0,0.3476250814009507,
121,3,0,0.32975641736166544,
122,3,0,0.08368706559791873,
123,3,0,0.08442067968464195,
124,3,0,0.6610032299867757,
125,3,0,-0.35011289885083513,
126,3,0,0.6425326050352079,
127,3,0,-0.29952633043893084,
133,3,0,-0.4972857475229324,
141,3,0,0.16025914637886168,
142,3,0,0.18330658293951183,
143,3,0,0.18419460167568993,
152,3,0,0.851141685147488,
156,3,0,0.03782797932790421,
157,3,0,-0.08135102448721067,
158,3,0,-0.3942991304460016,
159,3,0,-0.3821155346229797,
160,3,0,0.6217155570154397,
161,3,0,-0.6237152836932149,
162,3,0,-0.38706969871208485,
170,3,0,-0.2825174512391476,
173,3,0,-0.9059683731568703,
174,3,0,-1.398782701198937,
175,3,0,-1.4006142545219014,
176,3,0,0.6661622950909101,
177,3,0,-1.4007703819623036,
178,3,0,-1.3152311289579712,
182,3,0,-0.5191982611850646,
186,3,0,0.07882878509580449,
188,3,0,-0.4738567676827614,
193,3,0,0.7260500418954777,
203,3,0,0.7828167865643623,
205,3,0,0.9544759924918745,
206,3,0,-0.12139278037275367,
207,3,0,1.0219987028391397,
208,3,0,0.7704689296703602,
217,3,0,0.22452670895474963,
218,3,0,-0.699045323971349,
219,3,0,-0.9310315370418495,
220,3,0,0.44431196705169773,
221,3,0,-0.8582661564711973,
222,3,0,1.1758373828160624,
224,3,0,-0.589203000551369,
226,3,0,-0.5103822913341637,
234,3,0,-0.45748660365815635,
235,3,0,-0.40274510446151845,
236,3,0,-0.5598861111498202,
237,3,0,0.5575321142296527,
238,3,0,-0.40314283119631933,
241,3,0,0.2074774529210924,
243,3,0,-0.5540443053080472,
244,3,0,-0.48737682028762347,
245,3,0,-0.6180777625740529,
247,3,0,-0.5949776676501403,
248,3,0,1.1063079588678264,
260,3,0,0.30063723794429686,
272,3,0,-0.6359763997193558,
273,3,0,-0.5693630653984173,
274,3,0,-0.6335246156451414,
286,3,0,0.05335803167660914,
289,3,0,0.2198294694061202,
290,3,0,0.03819496746944648,
292,3,0,-0.00147246531414328,
293,3,0,-0.2844973505490528,
294,3,0,0.2467002065763148,
295,3,0,0.31383175401675956,
296,3,0,-0.5544729268883295,
297,3,0,-0.3581282616832652,
298,3,0,-0.33855950983958677,
300,3,0,-0.33032210180476634,
301,3,0,-0.29034605053336554,
302,3,0,-0.34020362323796366,
307,3,0,0.039305579704150294,
308,3,0,-0.20987318003699998,
319,3,0,-0.5583277167386935,
323,3,0,0.5096275588964925,
324,3,0,0.40424484824807694,
325,3,0,0.556773912631663,
326,3,0,0.567404747348784,
327,3,0,-0.5903332398327176,
328,3,0,-0.04036922724309323,
329,3,0,0.0061767874183512594,
330,3,0,-0.10999070998909714,
333,3,0,-0.7639955120157591,
340,3,0,-0.6212321495595258,
341,3,0,0.5230637695457387,
