idx,col,error_type,estimated_value,current_dirty_value
670,5,1,-1.4752898793784004,-1.4934619042111155
757,3,1,0.49676274629461215,0.3483659447948873
760,3,1,-1.283998871702086,-1.1541516703898267
764,3,1,-1.005754868890102,-1.0428540692650332
770,3,1,0.6822587481692682,0.6637091479818026
773,3,1,1.7024867584798764,1.7024867584798764
774,3,1,1.5169907566052205,1.4984411564177549
775,3,1,-0.46781646345359934,-0.6347628651407898
776,3,1,1.3314947547305644,1.1459987528559084
780,3,1,0.7193579485441994,0.7008083483567338
782,3,1,-0.43071726307866814,-0.39361806270373695
783,3,1,1.7952347594172045,1.7952347594172045
785,3,1,1.628288357730014,1.3871435552929612
787,3,1,1.0532507519185803,1.0347011517311147
790,3,1,-0.15247326026668406,-0.17102286045414966
791,3,1,0.18141954310769684,0.18141954310769684
792,3,1,-0.46781646345359934,-0.44926686326613374
793,3,1,1.683937158292411,1.683937158292411
800,3,1,-0.8202588670154459,-0.9130068679527739
806,3,1,-1.5065940739516732,-1.5622428745140702
808,3,1,-1.283998871702086,-1.3210980720770171
809,3,1,-0.15247326026668406,-0.15247326026668406
810,3,1,0.5338619466695433,0.5153123464820777
818,3,1,-1.1541516703898267,-1.1727012705772923
973,4,1,0.5949389256602078,0.38147050274800287
974,4,1,0.9270009168569708,0.7372512076016776
986,4,1,-0.7570277527837564,-0.8519026074114031
988,4,1,1.5911248992504972,1.3539377626813807
