idx,col,error_type,estimated_value,current_dirty_value
67,2,0,-0.33711396526558685,
222,2,0,1.3912375525935625,
250,2,0,-0.795656204697606,
320,2,0,-0.16075156548404096,
350,2,0,0.9326953131615434,
537,2,0,-1.1131085243043886,
552,3,0,1.157192179516447,
741,2,0,1.7086898722003452,
748,2,0,-1.2189259641733161,
829,2,0,0.2625181939916691,
841,2,0,-0.795656204697606,
890,3,0,0.17532896911675777,
925,2,0,0.08615579421012325,
956,2,0,-0.795656204697606,
957,2,0,-0.05493412561511345,
1017,2,0,-1.007291084435461,
1032,2,0,1.5323274724187992,
1037,2,0,-1.1131085243043886,
1076,3,0,0.49299059601077483,
1134,2,0,1.6028724323314176,
1259,2,0,-1.007291084435461,
1275,3,0,-1.1819525276122242,
1295,3,0,1.157192179516447,
1324,3,0,0.05981565024620611,
1338,3,0,1.7058804441515674,
1378,3,0,-1.2108308573298623,
1526,3,0,1.474853806410464,
1562,2,0,-1.007291084435461,
1644,3,0,0.11757230968148194,
1673,3,0,-1.5284924842238794,
1693,2,0,1.6381449122877267,
1699,3,0,0.46411226629313695,
1720,3,0,-1.0375608790240347,
1737,2,0,0.2625181939916691,
1776,2,0,-0.795656204697606,
1808,2,0,-1.2189259641733161,
1899,2,0,1.3912375525935625,
1901,3,0,0.49299059601077483,
1993,3,0,0.05981565024620611,
2009,3,0,-0.5177509441065522,
2044,3,0,0.8684088823400677,
2062,2,0,-0.795656204697606,
2147,3,0,-0.40223762523600054,
2179,2,0,0.08615579421012325,
221,2,1,-0.09020660557142261,-0.19602404544035013
313,3,1,-1.2108308573298623,-1.1241958681769484
348,3,1,-0.604385933259466,-0.5755076035418281
350,3,1,0.8684088823400677,0.9261655417753436
367,2,1,0.7563329133799975,0.7916053933363066
372,2,1,0.29779067394797826,0.22724571403535992
372,3,1,0.2330856285520336,0.5507472554460507
383,2,1,-0.584021324959751,-0.5134763650471327
420,2,1,1.5675999523751085,1.7792348321129634
445,4,1,-1.196879407135245,-1.0938912500928157
454,2,1,-0.09020660557142261,-0.372386445221896
464,3,1,1.157192179516447,1.2149488389517227
471,2,1,-0.09020660557142261,-0.4782038850908235
540,3,1,-0.43111595495363847,0.6951389040342403
560,2,1,-0.09020660557142261,-0.6192938049160602
565,2,1,1.1443301928993983,1.1796026728557076
607,3,1,-1.297465846482776,0.8106522229047919
694,4,1,-1.8148083493898204,-1.8148083493898204
800,3,1,0.2330856285520336,0.7817738931871541
807,3,1,1.5614887955633778,1.908028752175033
835,3,1,0.05981565024620611,-0.2867243063654489
854,5,1,0.3948361536956352,1.8887021576679226
861,2,1,1.3206925926809443,1.8497797920255818
869,3,1,0.9550438714929815,1.128313849798809
916,4,1,-1.0252324787311964,-1.059561864412006
962,3,1,0.2330856285520336,0.3485989474225853
964,3,1,1.157192179516447,1.1860705092340849
980,4,1,-0.9909030930503865,1.927094689818442
1022,4,1,-1.7118201923473912,-1.8148083493898204
1071,3,1,-1.3552225059180518,-1.2397091870475
1090,3,1,-0.5177509441065522,-0.6332642629771039
