error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,1,4,0,2,2,,
1,1,5,0,2,2,,
2,1,7,0,2,2,,
3,3,1,0,2,2,,
4,3,2,0,2,2,,
5,3,3,0,2,2,,
6,5,1,0,2,2,,
7,5,2,0,2,2,,
8,5,3,0,2,2,,
9,7,2,0,2,2,,
10,7,3,0,2,2,,
11,8,2,0,2,2,,
12,11,1,0,2,2,,
13,11,2,0,2,2,,
14,11,3,0,2,2,,
15,12,2,0,2,2,,
16,13,5,0,2,2,,
17,14,2,0,2,2,,
18,15,2,0,2,2,,
19,18,1,0,2,2,,
20,18,2,0,2,2,,
21,18,3,0,2,2,,
22,23,2,0,2,2,,
23,23,3,0,2,2,,
24,25,2,0,2,2,,
25,27,2,0,2,2,,
26,28,1,0,2,2,,
27,28,2,0,2,2,,
28,28,3,0,2,2,,
29,29,2,0,2,2,,
30,29,5,0,2,2,,
31,38,2,0,2,2,,
32,38,5,0,2,2,,
33,40,1,0,2,2,,
34,40,2,0,2,2,,
35,40,3,0,2,2,,
36,44,5,0,2,2,,
37,46,1,0,2,2,,
38,46,2,0,2,2,,
39,46,3,0,2,2,,
40,50,2,0,2,2,,
41,51,2,0,2,2,,
42,51,5,0,2,2,,
43,52,5,0,2,2,,
44,52,7,0,2,2,,
45,55,2,0,2,2,,
46,59,2,0,2,2,,
47,60,1,0,2,2,,
48,60,2,0,2,2,,
49,60,3,0,2,2,,
50,61,3,0,2,2,,
51,67,1,0,2,2,,
52,67,2,0,2,2,,
53,67,3,0,2,2,,
54,70,2,0,2,2,,
55,72,2,0,2,2,,
56,76,2,0,2,2,,
57,77,1,0,2,2,,
58,77,2,0,2,2,,
59,77,3,0,2,2,,
60,81,1,0,2,2,,
61,81,2,0,2,2,,
62,81,3,0,2,2,,
63,83,4,0,2,2,,
64,85,2,0,2,2,,
65,85,7,0,2,2,,
66,86,1,0,2,2,,
67,86,2,0,2,2,,
68,86,3,0,2,2,,
69,88,1,0,2,2,,
70,88,2,0,2,2,,
71,88,3,0,2,2,,
72,89,2,0,2,2,,
73,91,2,0,2,2,,
74,91,5,0,2,2,,
75,95,2,0,2,2,,
76,96,2,0,2,2,,
77,97,2,0,2,2,,
78,99,1,0,2,2,,
79,99,2,0,2,2,,
80,99,3,0,2,2,,
81,100,1,0,2,2,,
82,100,2,0,2,2,,
83,100,3,0,2,2,,
