error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,2,2,,
1,0,4,0,2,2,,
2,0,15,0,2,2,,
3,0,16,0,2,2,,
4,1,3,0,3,3,,0.0
5,1,4,0,2,2,,
6,1,15,0,2,2,,
7,1,16,0,2,2,,
8,2,3,0,2,2,,
9,2,4,0,2,2,,
10,2,15,0,2,2,,
11,2,16,0,2,2,,
12,3,3,0,2,2,,
13,3,4,0,2,2,,
14,3,15,0,2,2,,
15,3,16,0,2,2,,
16,4,3,0,3,3,,0.0
17,4,4,0,3,3,,0.0
18,4,15,0,2,2,,
19,4,16,0,2,2,,
20,5,3,0,2,2,,
21,5,4,0,2,2,,
22,5,15,0,2,2,,
23,5,16,0,2,2,,
24,6,3,0,3,3,,0.0
25,6,4,0,2,2,,
26,6,15,0,2,2,,
27,6,16,0,2,2,,
28,7,3,0,3,3,,0.0
29,7,4,0,3,3,,0.0
30,7,15,0,2,2,,
31,7,16,0,2,2,,
32,8,3,0,3,3,,0.0
33,8,4,0,2,2,,
34,9,3,0,3,3,,0.0
35,9,4,0,3,3,,0.0
36,10,3,0,3,3,,0.0
37,10,4,0,3,3,,0.0
38,11,3,0,2,2,,
39,11,4,0,2,2,,
40,12,3,0,2,2,,
41,12,4,0,2,2,,
42,13,3,0,2,2,,
43,13,4,0,2,2,,
44,13,15,0,2,2,,
45,14,3,0,2,2,,
46,14,4,0,2,2,,
47,14,15,0,2,2,,
48,15,3,0,2,2,,
49,15,4,0,2,2,,
50,16,3,0,2,2,,
51,16,4,0,2,2,,
52,17,3,0,2,2,,
53,17,4,0,2,2,,
54,18,3,0,2,2,,
55,18,4,0,2,2,,
56,19,3,0,2,2,,
57,19,4,0,2,2,,
58,20,3,0,2,2,,
59,20,4,0,2,2,,
60,21,3,0,2,2,,
61,21,4,0,2,2,,
62,22,3,0,2,2,,
63,22,4,0,2,2,,
64,22,12,0,2,2,,
65,23,3,0,2,2,,
66,23,4,0,2,2,,
67,24,3,0,2,2,,
68,24,4,0,2,2,,
69,24,15,0,2,2,,
70,25,3,0,2,2,,
71,25,4,0,2,2,,
72,26,3,0,2,2,,
73,26,4,0,2,2,,
74,27,3,0,2,2,,
75,27,4,0,2,2,,
76,28,3,0,2,2,,
77,28,4,0,2,2,,
78,29,3,0,2,2,,
79,29,4,0,2,2,,
80,30,3,0,2,2,,
81,30,4,0,2,2,,
82,31,3,0,2,2,,
83,31,4,0,2,2,,
84,32,3,0,2,2,,
85,32,4,0,2,2,,
86,33,3,0,2,2,,
87,33,4,0,2,2,,
88,34,3,0,2,2,,
89,34,4,0,2,2,,
90,35,3,0,2,2,,
91,35,4,0,2,2,,
92,36,3,0,2,2,,
93,36,4,0,2,2,,
94,37,3,0,2,2,,
95,37,4,0,2,2,,
96,38,3,0,2,2,,
97,38,4,0,2,2,,
98,39,3,0,2,2,,
99,39,4,0,2,2,,
100,40,3,0,2,2,,
101,40,4,0,2,2,,
102,41,3,0,2,2,,
103,41,4,0,2,2,,
104,42,3,0,2,2,,
105,42,4,0,2,2,,
106,43,3,0,2,2,,
107,43,4,0,2,2,,
108,44,3,0,2,2,,
109,44,4,0,2,2,,
110,44,11,0,2,2,,
111,45,3,0,2,2,,
112,45,4,0,2,2,,
113,46,3,0,2,2,,
114,46,4,0,2,2,,
115,47,3,0,2,2,,
116,47,4,0,2,2,,
117,47,15,0,2,2,,
118,48,3,0,2,2,,
119,48,4,0,2,2,,
120,49,3,0,1,1,,0.0
121,49,4,0,1,1,,0.0
122,49,15,0,2,2,,
123,50,3,0,2,2,,
124,50,4,0,2,2,,
125,50,15,0,2,2,,
126,51,3,0,2,2,,
127,51,4,0,2,2,,
128,52,3,0,2,2,,
129,52,4,0,2,2,,
130,53,3,0,1,1,,0.0
131,53,4,0,1,1,,0.0
132,54,3,0,2,2,,
133,54,4,0,2,2,,
134,55,3,0,1,1,,0.0
135,55,4,0,1,1,,0.0
136,56,3,0,2,2,,
137,56,4,0,2,2,,
138,57,3,0,2,2,,
139,57,4,0,2,2,,
140,58,3,0,1,1,,0.0
141,58,4,0,1,1,,0.0
142,59,3,0,2,2,,
143,59,4,0,2,2,,
144,60,3,0,1,1,,0.0
145,60,4,0,1,1,,0.0
146,61,3,0,2,2,,
147,61,4,0,2,2,,
