idx,col,error_type,estimated_value,current_dirty_value
49,3,0,0.0,
49,4,0,0.0,
53,3,0,0.0,
53,4,0,0.0,
55,3,0,0.0,
55,4,0,0.0,
58,3,0,0.0,
58,4,0,0.0,
60,3,0,0.0,
60,4,0,0.0,
62,3,0,0.0,
62,4,0,0.0,
65,3,0,0.0,
65,4,0,0.0,
66,3,0,0.0,
66,4,0,0.0,
68,3,0,0.0,
68,4,0,0.0,
72,3,0,0.0,
72,4,0,0.0,
74,3,0,0.0,
74,4,0,0.0,
76,3,0,0.0,
76,4,0,0.0,
77,3,0,0.0,
77,4,0,0.0,
78,3,0,0.0,
78,4,0,0.0,
79,3,0,0.0,
79,4,0,0.0,
80,3,0,0.0,
80,4,0,0.0,
81,3,0,0.0,
81,4,0,0.0,
82,3,0,0.0,
82,4,0,0.0,
83,3,0,0.0,
83,4,0,0.0,
84,3,0,0.0,
84,4,0,0.0,
85,3,0,0.0,
85,4,0,0.0,
87,3,0,0.0,
87,4,0,0.0,
88,3,0,0.0,
88,4,0,0.0,
89,3,0,0.0,
89,4,0,0.0,
90,3,0,0.0,
90,4,0,0.0,
91,3,0,0.0,
91,4,0,0.0,
92,3,0,0.0,
92,4,0,0.0,
93,3,0,0.0,
93,4,0,0.0,
94,3,0,0.0,
94,4,0,0.0,
95,3,0,0.0,
95,4,0,0.0,
97,3,0,0.0,
97,4,0,0.0,
99,3,0,0.0,
99,4,0,0.0,
100,3,0,0.0,
100,4,0,0.0,
105,3,0,0.0,
105,4,0,0.0,
106,3,0,0.0,
106,4,0,0.0,
107,3,0,0.0,
107,4,0,0.0,
108,3,0,0.0,
108,4,0,0.0,
110,3,0,0.0,
110,4,0,0.0,
115,3,0,0.0,
115,4,0,0.0,
116,3,0,0.0,
116,4,0,0.0,
117,3,0,0.0,
117,4,0,0.0,
118,3,0,0.0,
118,4,0,0.0,
119,3,0,0.0,
119,4,0,0.0,
121,3,0,0.0,
121,4,0,0.0,
122,3,0,0.0,
122,4,0,0.0,
