row_idx,row_pos,column,action,source,value
23,8,gender,delete_as_uniclean_repair,cached_uniclean,F
23,8,state,delete_as_uniclean_repair,cached_uniclean,DC
101,47,marriedexemp,delete_as_uniclean_repair,cached_uniclean,0
201,94,gender,delete_as_uniclean_repair,cached_uniclean,M
201,94,state,delete_as_uniclean_repair,cached_uniclean,DC
201,94,singleexemp,delete_as_uniclean_repair,cached_uniclean,v0
383,181,singleexemp,delete_as_uniclean_repair,cached_uniclean,2100
477,236,singleexemp,delete_as_uniclean_repair,cached_uniclean,x0
477,236,childexemp,delete_as_uniclean_repair,cached_uniclean,0
726,358,gender,delete_as_uniclean_repair,cached_uniclean,F
992,494,city,delete_as_uniclean_repair,cached_uniclean,MERIDIAN
1066,529,gender,delete_as_uniclean_repair,cached_uniclean,M
1128,566,state,delete_as_uniclean_repair,cached_uniclean,OH
1271,640,state,delete_as_uniclean_repair,cached_uniclean,NJ
1413,717,childexemp,delete_as_uniclean_repair,cached_uniclean,0
1733,863,marriedexemp,delete_as_uniclean_repair,cached_uniclean,0
1907,959,city,delete_as_uniclean_repair,cached_uniclean,OKLAHOMA CITY
2089,1055,state,delete_as_uniclean_repair,cached_uniclean,WV
2240,1116,singleexemp,delete_as_uniclean_repair,cached_uniclean,0
2407,1213,state,delete_as_uniclean_repair,cached_uniclean,NE
2529,1272,singleexemp,delete_as_uniclean_repair,cached_uniclean,0
2703,1359,state,delete_as_uniclean_repair,cached_uniclean,AK
2957,1476,marriedexemp,delete_as_uniclean_repair,cached_uniclean,40
3118,1566,gender,delete_as_uniclean_repair,cached_uniclean,M
3280,1657,marriedexemp,delete_as_uniclean_repair,cached_uniclean,***
3355,1686,city,delete_as_uniclean_repair,cached_uniclean,FORESTDALE
3644,1834,state,delete_as_uniclean_repair,cached_uniclean,MN
3786,1903,gender,delete_as_uniclean_repair,cached_uniclean,M
3961,1997,gender,delete_as_uniclean_repair,cached_uniclean,M
4241,2135,marriedexemp,delete_as_uniclean_repair,cached_uniclean,2000
4466,2236,city,delete_as_uniclean_repair,cached_uniclean,FOUR CORNERS
4550,2268,singleexemp,delete_as_uniclean_repair,cached_uniclean,0
4838,2390,marriedexemp,delete_as_uniclean_repair,cached_uniclean,6600
4934,2434,gender,delete_as_uniclean_repair,cached_uniclean,M
5053,2503,city,delete_as_uniclean_repair,cached_uniclean,BEATTIE
5177,2563,childexemp,delete_as_uniclean_repair,cached_uniclean,0
5328,2640,childexemp,delete_as_uniclean_repair,cached_uniclean,3300
5482,2723,city,delete_as_uniclean_repair,cached_uniclean,SCAMMON BAY
5593,2786,marriedexemp,delete_as_uniclean_repair,cached_uniclean,0
5641,2807,gender,delete_as_uniclean_repair,cached_uniclean,F
5757,2866,childexemp,delete_as_uniclean_repair,cached_uniclean,0
5785,2885,gender,delete_as_uniclean_repair,cached_uniclean,F
5865,2927,singleexemp,delete_as_uniclean_repair,cached_uniclean,***
