error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,3,3,,-0.4681189263191066
1,1,3,0,3,3,,1.020356007157814
2,2,3,0,3,3,,0.3010390426002697
3,3,3,0,3,3,,1.6868509178065183
4,4,3,0,3,3,,0.48536507986052146
5,5,3,0,3,3,,0.8038384287319857
6,6,3,0,3,3,,-0.20735235514691985
7,7,3,0,3,3,,0.7553184770377901
8,8,3,0,3,3,,-0.14193463483561786
9,9,3,0,3,3,,0.9619017739091218
10,10,3,0,3,3,,0.8552253173226905
11,11,3,0,3,3,,0.7660926271938575
12,12,3,0,3,3,,0.9174496350748367
13,13,3,0,3,3,,0.9565009896798191
14,15,3,0,3,3,,1.3069877913675323
15,16,3,0,3,3,,0.7375361974320322
16,17,3,0,3,3,,-0.19727352122286712
17,18,3,0,3,3,,1.0911405910878011
18,19,3,0,3,3,,0.5424317827132933
19,20,3,0,3,3,,0.474211351570229
20,20,7,0,3,3,,-1.313991631549688
21,23,3,0,3,3,,0.34298488222316914
22,40,3,0,3,3,,-0.638332385263127
23,41,3,0,3,3,,-0.2694911955613963
24,44,3,0,3,3,,-0.19008005448688992
25,45,3,0,3,3,,-0.6668391597621652
26,46,3,0,3,3,,-0.06977030055581408
27,47,3,0,3,3,,0.04736042453983831
28,47,7,0,3,3,,0.063965787986364
29,48,3,0,3,3,,-0.714719488788411
30,50,3,0,3,3,,-0.1491589626632881
31,52,3,0,3,3,,1.2919970280141073
32,61,3,0,3,3,,-1.2236270640653064
33,79,3,0,3,3,,0.06388961862266915
34,90,3,0,3,3,,-0.11814580310476067
35,90,7,0,3,3,,0.27065940091677176
36,91,3,0,3,3,,-0.4792927553899613
37,92,3,0,3,3,,-7.132338601836818e-05
38,93,3,0,3,3,,-0.1275146811009509
39,94,3,0,3,3,,0.2395347380845777
40,96,3,0,3,3,,-0.39620360744411925
41,97,3,0,3,3,,0.3508954150203595
42,98,3,0,3,3,,-0.951018621467906
43,99,3,0,3,3,,-0.6645955284035959
44,100,3,0,3,3,,0.8087492974060381
45,101,3,0,3,3,,-1.1366574613331404
46,102,3,0,3,3,,-0.5480255675516028
47,103,3,0,3,3,,-1.4286170555900448
48,104,3,0,3,3,,-1.3686131999855868
49,119,3,0,3,3,,0.15138759358201936
50,120,3,0,3,3,,0.20944688444387344
51,121,3,0,3,3,,-0.7080034539212416
52,121,7,0,3,3,,-0.0738299539672412
53,122,3,0,3,3,,-0.7913933015204389
54,123,3,0,3,3,,-0.779516105639847
55,124,3,0,3,3,,-0.9205288729429376
56,125,3,0,3,3,,0.6961077399536582
57,126,3,0,3,3,,0.43473398635413285
58,127,3,0,3,3,,1.7404572639442715
59,133,3,0,3,3,,-0.9471987544268833
60,134,7,0,3,3,,0.408455142870377
61,139,7,0,3,3,,0.27065940091677176
62,141,3,0,3,3,,-0.769236337151391
63,142,3,0,3,3,,0.955987274768987
64,143,3,0,3,3,,1.0705392680346402
