error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,9,6,0,0,0,,
1,178,13,0,0,0,,
2,427,13,0,0,0,,
3,454,5,0,0,0,,
4,459,13,0,0,0,,
5,500,2,0,0,0,,
6,555,12,0,0,0,,
7,642,11,0,0,0,,
8,720,12,0,0,0,,
9,801,5,0,0,0,,
10,808,12,0,0,0,,
11,898,6,0,0,0,,
12,934,11,0,0,0,,
13,942,12,0,0,0,,
14,971,6,0,0,0,,
15,1088,6,0,0,0,,
16,1094,6,0,0,0,,
17,1114,12,0,0,0,,
18,1348,12,0,0,0,,
19,1424,13,0,0,0,,
20,1497,11,0,0,0,,
21,1573,2,0,0,0,,
22,1579,13,0,0,0,,
23,1656,12,0,0,0,,
24,1680,6,0,0,0,,
25,1696,6,0,0,0,,
26,1816,13,0,0,0,,
27,1830,13,0,0,0,,
28,1848,2,0,0,0,,
29,1851,2,0,0,0,,
30,1853,2,0,0,0,,
31,1855,2,0,0,0,,
32,1861,2,0,0,0,,
33,1862,2,0,0,0,,
34,1865,2,0,0,0,,
35,1866,2,0,0,0,,
36,1867,2,0,0,0,,
37,1868,2,0,0,0,,
38,1869,2,0,0,0,,
39,1870,2,0,0,0,,
40,1871,2,0,1,1,,0.2623065609011311
41,1874,2,0,0,0,,
42,1878,2,0,0,0,,
43,1879,2,0,0,0,,
44,1880,2,0,1,1,,0.2623065609011311
45,1884,2,0,1,1,,0.2623065609011311
46,1886,2,0,0,0,,
47,1891,2,0,0,0,,
48,1892,2,0,0,0,,
49,1894,2,0,0,0,,
50,1896,2,0,0,0,,
51,1899,2,0,0,0,,
52,1900,2,0,0,0,,
53,1901,2,0,0,0,,
54,1917,2,0,0,0,,
55,1922,2,0,0,0,,
56,1923,2,0,0,0,,
57,1924,2,0,1,1,,0.2623065609011311
58,1926,2,0,0,0,,
59,1933,2,0,0,0,,
60,1934,2,0,0,0,,
61,1939,11,0,0,0,,
62,1940,2,0,0,0,,
63,1942,5,0,0,0,,
64,1944,2,0,0,0,,
65,1945,2,0,0,0,,
66,1947,2,0,0,0,,
67,2032,2,0,0,0,,
68,2034,2,0,0,0,,
69,2035,2,0,1,1,,-0.4136135805078093
70,2037,6,0,0,0,,
71,2053,2,0,0,0,,
72,2054,2,0,0,0,,
73,2055,2,0,0,0,,
74,2057,2,0,0,0,,
75,2096,2,0,0,0,,
76,2107,2,0,0,0,,
