error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,1,1,,-0.275883991264801
1,1,3,0,1,1,,0.5085976809360114
2,2,3,0,1,1,,-1.265113024026596
3,3,3,0,1,1,,-1.3320043846274892
4,4,3,0,1,1,,-1.3155287532611843
5,5,3,0,1,1,,0.7298652911901875
6,6,3,0,1,1,,-0.5506619322892985
7,7,3,0,1,1,,0.49661861422741177
8,8,3,0,1,1,,-0.3331918733897084
9,9,3,0,1,1,,0.5458700607234641
10,10,3,0,1,1,,-1.297084922869261
11,11,3,0,1,1,,-1.259796204012901
12,12,3,0,1,1,,0.3636138208156013
13,13,3,0,1,1,,-1.2989981208104824
14,15,3,0,1,1,,0.5413611969551113
15,16,3,0,1,1,,0.5600832909313447
16,17,3,0,1,1,,0.02133108619945462
17,18,3,0,1,1,,0.5947451942263303
18,18,7,0,2,2,,
19,19,3,0,1,1,,-0.5671579874819901
20,20,3,0,1,1,,-0.5698935847127707
21,23,3,0,1,1,,-0.32718516202277337
22,35,5,0,2,2,,
23,40,3,0,1,1,,1.4994825446347257
24,41,3,0,1,1,,-0.7142449371466485
25,44,3,0,1,1,,-0.561591847989511
26,45,3,0,1,1,,-1.0691570680566336
27,46,3,0,1,1,,-0.6786912913420011
28,47,3,0,1,1,,-0.6296643388771416
29,48,3,0,1,1,,-1.071717466935134
30,50,3,0,1,1,,-0.20308173487788767
31,52,3,0,1,1,,-0.04868278657479985
32,61,3,0,1,1,,-1.381398779052522
33,65,7,0,2,2,,
34,79,3,0,1,1,,0.7723970868419561
35,85,5,0,2,2,,
36,86,6,0,2,2,,
37,90,3,0,1,1,,-0.7089612585485486
38,91,3,0,1,1,,0.015876728162118256
39,92,3,0,1,1,,0.009171306430980642
40,93,3,0,1,1,,0.38347813426462707
41,94,3,0,1,1,,0.19819307572643452
42,96,3,0,1,1,,-0.14402537888973907
43,97,3,0,1,1,,-0.19000151941290636
44,98,3,0,1,1,,0.4087289593716145
45,99,3,0,1,1,,0.8237382955245812
46,100,3,0,1,1,,0.9022991218082331
47,101,3,0,1,1,,-1.355523270923852
