error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,0,0,,
1,0,4,0,0,0,,
2,0,15,0,2,2,,
3,0,16,0,0,0,,
4,1,3,0,0,0,,
5,1,4,0,0,0,,
6,1,15,0,2,2,,
7,1,16,0,0,0,,
8,2,3,0,0,0,,
9,2,4,0,0,0,,
10,2,7,0,0,0,,
11,2,15,0,2,2,,
12,2,16,0,0,0,,
13,3,3,0,0,0,,
14,3,4,0,0,0,,
15,3,15,0,2,2,,
16,3,16,0,0,0,,
17,4,3,0,0,0,,
18,4,4,0,0,0,,
19,4,15,0,2,2,,
20,4,16,0,0,0,,
21,5,3,0,0,0,,
22,5,4,0,0,0,,
23,5,15,0,2,2,,
24,5,16,0,0,0,,
25,6,3,0,0,0,,
26,6,4,0,0,0,,
27,6,15,0,2,2,,
28,6,16,0,0,0,,
29,7,3,0,0,0,,
30,7,4,0,0,0,,
31,7,15,0,2,2,,
32,7,16,0,0,0,,
33,8,3,0,0,0,,
34,8,4,0,0,0,,
35,9,3,0,0,0,,
36,9,4,0,0,0,,
37,10,3,0,0,0,,
38,10,4,0,0,0,,
39,11,3,0,0,0,,
40,11,4,0,0,0,,
41,12,3,0,0,0,,
42,12,4,0,0,0,,
43,13,3,0,0,0,,
44,13,4,0,0,0,,
45,13,15,0,2,2,,
46,14,3,0,0,0,,
47,14,4,0,0,0,,
48,14,15,0,2,2,,
49,15,3,0,0,0,,
50,15,4,0,0,0,,
51,16,3,0,0,0,,
52,16,4,0,0,0,,
53,17,3,0,0,0,,
54,17,4,0,0,0,,
55,18,3,0,0,0,,
56,18,4,0,0,0,,
57,18,11,0,2,2,,
58,19,3,0,0,0,,
59,19,4,0,0,0,,
60,20,3,0,0,0,,
61,20,4,0,0,0,,
62,21,3,0,0,0,,
63,21,4,0,0,0,,
64,22,3,0,0,0,,
65,22,4,0,0,0,,
66,23,3,0,0,0,,
67,23,4,0,0,0,,
68,24,3,0,0,0,,
69,24,4,0,0,0,,
70,24,15,0,2,2,,
71,25,3,0,0,0,,
72,25,4,0,0,0,,
73,25,5,0,0,0,,
74,26,3,0,0,0,,
75,26,4,0,0,0,,
76,27,3,0,0,0,,
77,27,4,0,0,0,,
78,27,5,0,0,0,,
79,28,3,0,0,0,,
80,28,4,0,0,0,,
81,29,3,0,0,0,,
82,29,4,0,0,0,,
83,30,3,0,0,0,,
84,30,4,0,0,0,,
85,31,3,0,0,0,,
86,31,4,0,0,0,,
87,32,3,0,0,0,,
88,32,4,0,0,0,,
89,33,3,0,0,0,,
90,33,4,0,0,0,,
91,34,2,0,0,0,,
92,34,3,0,0,0,,
93,34,4,0,0,0,,
94,35,3,0,0,0,,
95,35,4,0,0,0,,
96,36,3,0,0,0,,
97,36,4,0,0,0,,
98,37,3,0,0,0,,
99,37,4,0,0,0,,
100,38,3,0,0,0,,
101,38,4,0,0,0,,
102,39,3,0,0,0,,
103,39,4,0,0,0,,
104,40,3,0,0,0,,
105,40,4,0,0,0,,
106,41,3,0,0,0,,
107,41,4,0,0,0,,
108,42,3,0,0,0,,
109,42,4,0,0,0,,
110,43,2,0,0,0,,
111,43,3,0,0,0,,
112,43,4,0,0,0,,
113,44,3,0,0,0,,
114,44,4,0,0,0,,
115,45,3,0,0,0,,
116,45,4,0,0,0,,
117,46,3,0,0,0,,
118,46,4,0,0,0,,
119,47,3,0,0,0,,
120,47,4,0,0,0,,
121,47,15,0,2,2,,
122,48,3,0,0,0,,
123,48,4,0,0,0,,
124,49,3,0,0,0,,
125,49,4,0,0,0,,
126,49,15,0,2,2,,
127,50,3,0,0,0,,
128,50,4,0,0,0,,
129,50,15,0,2,2,,
130,51,3,0,0,0,,
131,51,4,0,0,0,,
132,52,3,0,0,0,,
133,52,4,0,0,0,,
134,53,3,0,0,0,,
135,53,4,0,0,0,,
136,54,3,0,0,0,,
137,54,4,0,0,0,,
138,55,3,0,0,0,,
139,55,4,0,0,0,,
140,56,3,0,0,0,,
141,56,4,0,0,0,,
142,56,6,0,0,0,,
143,56,7,0,0,0,,
144,57,3,0,0,0,,
145,57,4,0,0,0,,
146,58,3,0,0,0,,
147,58,4,0,0,0,,
148,58,9,0,0,0,,
149,59,3,0,0,0,,
150,59,4,0,0,0,,
151,60,3,0,0,0,,
152,60,4,0,0,0,,
153,60,11,0,2,2,,
154,61,3,0,0,0,,
155,61,4,0,0,0,,
156,62,3,0,0,0,,
157,62,4,0,0,0,,
158,62,8,0,0,0,,
159,63,3,0,0,0,,
160,63,4,0,0,0,,
161,64,3,0,0,0,,
162,64,4,0,0,0,,
163,65,3,0,0,0,,
164,65,4,0,0,0,,
165,65,15,0,2,2,,
166,66,3,0,0,0,,
167,66,4,0,0,0,,
168,67,3,0,0,0,,
169,67,4,0,0,0,,
170,68,3,0,0,0,,
171,68,4,0,0,0,,
172,69,3,0,0,0,,
173,69,4,0,0,0,,
174,70,3,0,0,0,,
175,70,4,0,0,0,,
176,71,3,0,0,0,,
