row_idx,row_pos,column,action,source,value
1,0,Address1,replace_nearby,cached_uniclean,8000 alabama highway 69
1,0,City,replace_nearby,cached_uniclean,guntersville
1,0,ZipCode,replace_nearby,cached_uniclean,35976
1,0,HospitalOwner,replace_nearby,cached_uniclean,government - hospital district or authority
2,1,Address1,replace_nearby,cached_uniclean,8000 alabama highway 69
2,1,City,replace_nearby,cached_uniclean,guntersville
2,1,ZipCode,replace_nearby,cached_uniclean,35976
2,1,HospitalOwner,replace_nearby,cached_uniclean,government - hospital district or authority
2,1,EmergencyService,replace_nearby,cached_uniclean,yes
2,1,MeasureName,replace_nearby,cached_uniclean,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
3,2,Address1,repair_value,cached_uniclean,8000 alabama highway 69
3,2,City,repair_value,cached_uniclean,guntersville
3,2,State,repair_value,cached_uniclean,al
3,2,ZipCode,repair_value,cached_uniclean,35976
3,2,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
4,3,Address1,repair_value,cached_uniclean,8000 alabama highway 69
4,3,City,repair_value,cached_uniclean,guntersville
4,3,State,repair_value,cached_uniclean,al
4,3,ZipCode,repair_value,cached_uniclean,35976
4,3,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
4,3,EmergencyService,repair_value,cached_uniclean,yes
5,4,Address1,repair_value,cached_uniclean,8000 alabama highway 69
5,4,City,repair_value,cached_uniclean,guntersville
5,4,State,repair_value,cached_uniclean,al
5,4,ZipCode,repair_value,cached_uniclean,35976
5,4,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
5,4,EmergencyService,repair_value,cached_uniclean,yes
6,5,Address1,repair_value,cached_uniclean,8000 alabama highway 69
6,5,City,repair_value,cached_uniclean,guntersville
6,5,State,repair_value,cached_uniclean,al
6,5,ZipCode,repair_value,cached_uniclean,35976
6,5,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
6,5,EmergencyService,repair_value,cached_uniclean,yes
7,6,Address1,repair_value,cached_uniclean,8000 alabama highway 69
7,6,City,repair_value,cached_uniclean,guntersville
7,6,State,repair_value,cached_uniclean,al
7,6,ZipCode,repair_value,cached_uniclean,35976
7,6,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
7,6,EmergencyService,repair_value,cached_uniclean,yes
8,7,Address1,repair_value,cached_uniclean,8000 alabama highway 69
8,7,City,repair_value,cached_uniclean,guntersville
8,7,ZipCode,repair_value,cached_uniclean,35976
8,7,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
8,7,EmergencyService,repair_value,cached_uniclean,yes
9,8,State,repair_value,cached_uniclean,al
9,8,MeasureName,repair_value,cached_uniclean,heart attack patients given aspirin at arrival
10,9,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
11,10,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
12,11,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
13,12,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
14,13,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
15,14,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
16,15,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
17,16,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
19,18,HospitalName,repair_value,cached_uniclean,helen keller memorial hospital
19,18,EmergencyService,repair_value,cached_uniclean,yes
20,19,City,repair_value,cached_uniclean,dothan
22,21,Condition,repair_value,cached_uniclean,heart attack
24,23,State,repair_value,cached_uniclean,al
26,25,City,repair_value,cached_uniclean,dothan
28,27,City,repair_value,cached_uniclean,dothan
31,30,Condition,repair_value,cached_uniclean,pneumonia
31,30,Stateavg,repair_value,cached_uniclean,al_pn-2
32,31,CountyName,repair_value,cached_uniclean,houston
33,32,City,repair_value,cached_uniclean,dothan
35,34,HospitalName,replace_nearby,cached_uniclean,southeast alabama medical center
35,34,Address1,replace_nearby,cached_uniclean,1108 ross clark circle
36,35,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
37,36,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
38,37,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
39,38,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
39,38,CountyName,repair_value,cached_uniclean,houston
40,39,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
41,40,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
41,40,Address1,repair_value,cached_uniclean,1108 ross clark circle
42,41,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
43,42,HospitalName,repair_value,cached_uniclean,southeast alabama medical center
44,43,HospitalName,replace_nearby,cached_uniclean,southeast alabama medical center
44,43,Address1,replace_nearby,cached_uniclean,1108 ross clark circle
45,44,MeasureName,repair_value,cached_uniclean,heart attack patients given aspirin at arrival
47,46,Condition,repair_value,cached_uniclean,heart attack
49,48,Address1,repair_value,cached_uniclean,2505 u s highway 431 north
50,49,Stateavg,repair_value,cached_uniclean,al_ami-7a
55,54,MeasureName,repair_value,cached_uniclean,heart failure patients given smoking cessation advice/counseling
57,56,State,repair_value,cached_uniclean,al
57,56,ZipCode,repair_value,cached_uniclean,35957
58,57,MeasureName,repair_value,cached_uniclean,pneumonia patients given smoking cessation advice/counseling
59,58,PhoneNumber,repair_value,cached_uniclean,2565938310
61,60,EmergencyService,repair_value,cached_uniclean,yes
61,60,MeasureName,repair_value,cached_uniclean,pneumonia patients assessed and given influenza vaccination
63,62,CountyName,repair_value,cached_uniclean,marshall
72,71,Condition,repair_value,cached_uniclean,heart attack
75,74,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
75,74,PhoneNumber,repair_value,cached_uniclean,2567688400
76,75,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
77,76,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
78,77,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
79,78,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
79,78,HospitalOwner,repair_value,cached_uniclean,voluntary non-profit - other
80,79,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
81,80,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
81,80,CountyName,repair_value,cached_uniclean,lauderdale
81,80,EmergencyService,repair_value,cached_uniclean,yes
81,80,MeasureName,repair_value,cached_uniclean,pneumonia patients assessed and given pneumococcal vaccination
82,81,HospitalName,repair_value,cached_uniclean,eliza coffee memorial hospital
85,84,PhoneNumber,repair_value,cached_uniclean,2567688400
85,84,HospitalOwner,repair_value,cached_uniclean,voluntary non-profit - other
87,86,EmergencyService,repair_value,cached_uniclean,yes
91,90,Address1,replace_nearby,cached_uniclean,205 marengo street
94,93,Address1,repair_value,cached_uniclean,205 marengo street
94,93,City,repair_value,cached_uniclean,florence
95,94,ZipCode,repair_value,cached_uniclean,36467
96,95,ZipCode,repair_value,cached_uniclean,36467
97,96,ZipCode,repair_value,cached_uniclean,36467
97,96,Condition,repair_value,cached_uniclean,heart attack
98,97,ZipCode,repair_value,cached_uniclean,36467
100,99,CountyName,repair_value,cached_uniclean,covington
104,103,Address1,replace_nearby,cached_uniclean,702 n main st
106,105,MeasureName,repair_value,cached_uniclean,pneumonia patients assessed and given pneumococcal vaccination
108,107,Stateavg,repair_value,cached_uniclean,al_pn-4
109,108,Condition,repair_value,cached_uniclean,pneumonia
111,110,HospitalOwner,repair_value,cached_uniclean,voluntary non-profit - private
112,111,State,repair_value,cached_uniclean,al
116,115,ZipCode,repair_value,cached_uniclean,36467
117,116,HospitalName,replace_nearby,cached_uniclean,mizell memorial hospital
121,120,Address1,repair_value,cached_uniclean,101 hospital circle
121,120,PhoneNumber,repair_value,cached_uniclean,3343353374
123,122,Stateavg,repair_value,cached_uniclean,al_ami-4
127,126,HospitalOwner,repair_value,cached_uniclean,government - federal
129,128,City,repair_value,cached_uniclean,luverne
129,128,State,repair_value,cached_uniclean,al
132,131,State,repair_value,cached_uniclean,al
136,135,HospitalName,repair_value,cached_uniclean,crenshaw community hospital
136,135,HospitalOwner,repair_value,cached_uniclean,government - federal
142,141,HospitalName,repair_value,cached_uniclean,crenshaw community hospital
143,142,HospitalName,repair_value,cached_uniclean,crenshaw community hospital
144,143,HospitalName,repair_value,cached_uniclean,crenshaw community hospital
144,143,Stateavg,repair_value,cached_uniclean,al_scip-vte-2
145,144,HospitalName,repair_value,cached_uniclean,hartselle medical center
146,145,HospitalName,repair_value,cached_uniclean,hartselle medical center
146,145,HospitalOwner,repair_value,cached_uniclean,proprietary
146,145,MeasureName,repair_value,cached_uniclean,heart attack patients given aspirin at discharge
147,146,HospitalName,repair_value,cached_uniclean,hartselle medical center
148,147,HospitalName,repair_value,cached_uniclean,hartselle medical center
149,148,HospitalName,repair_value,cached_uniclean,hartselle medical center
152,151,HospitalName,replace_nearby,cached_uniclean,hartselle medical center
157,156,HospitalOwner,repair_value,cached_uniclean,proprietary
164,163,ZipCode,repair_value,cached_uniclean,35640
165,164,HospitalName,repair_value,cached_uniclean,hartselle medical center
166,165,HospitalName,repair_value,cached_uniclean,hartselle medical center
166,165,MeasureName,repair_value,cached_uniclean,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
167,166,HospitalName,repair_value,cached_uniclean,hartselle medical center
167,166,City,repair_value,cached_uniclean,hartselle
168,167,HospitalName,repair_value,cached_uniclean,hartselle medical center
168,167,City,repair_value,cached_uniclean,hartselle
168,167,EmergencyService,repair_value,cached_uniclean,yes
168,167,Stateavg,repair_value,cached_uniclean,al_scip-vte-1
169,168,HospitalName,repair_value,cached_uniclean,hartselle medical center
170,169,CountyName,repair_value,cached_uniclean,jefferson
170,169,PhoneNumber,repair_value,cached_uniclean,2053258100
171,170,CountyName,repair_value,cached_uniclean,jefferson
171,170,PhoneNumber,repair_value,cached_uniclean,2053258100
172,171,CountyName,repair_value,cached_uniclean,jefferson
172,171,PhoneNumber,repair_value,cached_uniclean,2053258100
173,172,CountyName,repair_value,cached_uniclean,jefferson
173,172,PhoneNumber,repair_value,cached_uniclean,2053258100
174,173,CountyName,repair_value,cached_uniclean,jefferson
174,173,PhoneNumber,repair_value,cached_uniclean,2053258100
175,174,CountyName,repair_value,cached_uniclean,jefferson
175,174,PhoneNumber,repair_value,cached_uniclean,2053258100
176,175,CountyName,repair_value,cached_uniclean,jefferson
176,175,PhoneNumber,repair_value,cached_uniclean,2053258100
177,176,HospitalName,replace_nearby,cached_uniclean,callahan eye foundation hospital
177,176,CountyName,replace_nearby,cached_uniclean,jefferson
177,176,PhoneNumber,replace_nearby,cached_uniclean,2053258100
178,177,CountyName,repair_value,cached_uniclean,jefferson
178,177,PhoneNumber,repair_value,cached_uniclean,2053258100
179,178,CountyName,repair_value,cached_uniclean,jefferson
179,178,PhoneNumber,repair_value,cached_uniclean,2053258100
180,179,CountyName,repair_value,cached_uniclean,jefferson
180,179,PhoneNumber,repair_value,cached_uniclean,2053258100
181,180,CountyName,repair_value,cached_uniclean,jefferson
181,180,PhoneNumber,repair_value,cached_uniclean,2053258100
182,181,ZipCode,repair_value,cached_uniclean,35976
182,181,CountyName,repair_value,cached_uniclean,jefferson
182,181,PhoneNumber,repair_value,cached_uniclean,2053258100
183,182,Address1,replace_nearby,cached_uniclean,8000 alabama highway 69
183,182,CountyName,replace_nearby,cached_uniclean,jefferson
183,182,PhoneNumber,replace_nearby,cached_uniclean,2053258100
184,183,State,repair_value,cached_uniclean,al
184,183,CountyName,repair_value,cached_uniclean,jefferson
184,183,PhoneNumber,repair_value,cached_uniclean,2053258100
184,183,EmergencyService,repair_value,cached_uniclean,yes
185,184,CountyName,repair_value,cached_uniclean,jefferson
185,184,PhoneNumber,repair_value,cached_uniclean,2053258100
185,184,Condition,repair_value,cached_uniclean,pneumonia
186,185,HospitalName,repair_value,cached_uniclean,callahan eye foundation hospital
186,185,CountyName,repair_value,cached_uniclean,jefferson
186,185,PhoneNumber,repair_value,cached_uniclean,2053258100
187,186,CountyName,repair_value,cached_uniclean,jefferson
187,186,PhoneNumber,repair_value,cached_uniclean,2053258100
188,187,CountyName,repair_value,cached_uniclean,jefferson
188,187,PhoneNumber,repair_value,cached_uniclean,2053258100
189,188,CountyName,repair_value,cached_uniclean,jefferson
189,188,PhoneNumber,repair_value,cached_uniclean,2053258100
190,189,CountyName,repair_value,cached_uniclean,jefferson
190,189,PhoneNumber,repair_value,cached_uniclean,2053258100
191,190,HospitalName,repair_value,cached_uniclean,callahan eye foundation hospital
191,190,CountyName,repair_value,cached_uniclean,jefferson
191,190,PhoneNumber,repair_value,cached_uniclean,2053258100
191,190,HospitalOwner,repair_value,cached_uniclean,government - hospital district or authority
191,190,MeasureName,repair_value,cached_uniclean,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
192,191,HospitalName,repair_value,cached_uniclean,callahan eye foundation hospital
192,191,CountyName,repair_value,cached_uniclean,jefferson
192,191,PhoneNumber,repair_value,cached_uniclean,2053258100
193,192,HospitalName,repair_value,cached_uniclean,callahan eye foundation hospital
193,192,CountyName,repair_value,cached_uniclean,jefferson
193,192,PhoneNumber,repair_value,cached_uniclean,2053258100
194,193,HospitalName,repair_value,cached_uniclean,callahan eye foundation hospital
194,193,CountyName,repair_value,cached_uniclean,jefferson
194,193,PhoneNumber,repair_value,cached_uniclean,2053258100
195,194,MeasureName,repair_value,cached_uniclean,heart attack patients given aspirin at arrival
195,194,Stateavg,repair_value,cached_uniclean,al_ami-1
199,198,MeasureName,repair_value,cached_uniclean,heart attack patients given beta blocker at discharge
200,199,MeasureName,repair_value,cached_uniclean,heart attack patients given fibrinolytic medication within 30 minutes of arrival
201,200,MeasureName,repair_value,cached_uniclean,heart attack patients given pci within 90 minutes of arrival
202,201,HospitalName,replace_nearby,cached_uniclean,st vincents east
202,201,MeasureName,replace_nearby,cached_uniclean,heart failure patients given discharge instructions
203,202,MeasureName,repair_value,cached_uniclean,heart failure patients given an evaluation of left ventricular systolic (lvs) function
204,203,MeasureName,repair_value,cached_uniclean,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
205,204,ZipCode,repair_value,cached_uniclean,35235
205,204,MeasureName,repair_value,cached_uniclean,heart failure patients given smoking cessation advice/counseling
206,205,MeasureName,repair_value,cached_uniclean,pneumonia patients assessed and given pneumococcal vaccination
207,206,MeasureName,repair_value,cached_uniclean,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
