row_idx,row_pos,column,action,source,value
19,15,journal_issn,repair_value,cached_uniclean,68-Jan
132,96,journal_issn,repair_value,cached_uniclean,37-Feb
643,414,journal_issn,replace_nearby,cached_uniclean,0737-1209
747,476,journal_title,replace_nearby,cached_uniclean,Ann RheumD is
747,476,journal_issn,replace_nearby,cached_uniclean,67-Mar
801,514,journal_title,replace_nearby,cached_uniclean,Journal of the National Cancer Institute
868,559,journal_title,replace_nearby,cached_uniclean,Cancer chemotherapy and pharmacology
888,571,journal_issn,repair_value,cached_uniclean,1522-726X
205,143,journal_title,replace_nearby,cached_uniclean,Nephrology dialysis transplantation : offcial publication of the European Dialysis and Transplant Association - European Renal Association
205,143,journal_issn,replace_nearby,cached_uniclean,14t60-2385
236,160,journal_issn,replace_nearby,cached_uniclean,47-Jan
296,195,journal_issn,replace_nearby,cached_uniclean,142-0380
320,212,journal_issn,replace_nearby,cached_uniclean,1467-1107
348,227,journal_issn,replace_nearby,cached_uniclean,1462-8910
392,257,journal_issn,replace_nearby,cached_uniclean,62-Feb
435,282,journal_issn,replace_nearby,cached_uniclean,65-Feb
575,371,journal_issn,replace_nearby,cached_uniclean,142-0380
645,416,journal_issn,replace_nearby,cached_uniclean,55-Jan
691,444,journal_issn,replace_nearby,cached_uniclean,60-Sep
849,547,journal_issn,repair_value,cached_uniclean,67-Mar
894,576,journal_issn,repair_value,cached_uniclean,0903-1936
