idx,col,error_type,estimated_value,current_dirty_value
0,3,0,0.0,
0,4,0,0.0,
1,3,0,0.0,
1,4,0,0.0,
20,3,0,0.0,
61,3,0,0.0,
61,4,0,0.0,
87,2,0,-0.10793308695380513,
89,3,0,0.0,
89,4,0,0.0,
134,1,0,-0.9941435333924924,
217,3,0,0.0,
217,4,0,0.0,
220,3,0,0.0,
220,4,0,0.0,
222,3,0,0.0,
222,4,0,0.0,
223,3,0,0.0,
223,4,0,0.0,
241,8,0,1.342538751121128,
245,5,0,1.4913674031103301,
246,3,0,0.0,
246,4,0,0.0,
246,7,0,1.4293549530697325,
268,3,0,0.0,
268,4,0,0.0,
279,3,0,0.0,
279,4,0,0.0,
288,3,0,0.0,
289,3,0,0.0,
293,3,0,0.0,
294,3,0,0.0,
294,4,0,0.0,
300,3,0,0.0,
301,3,0,0.0,
302,3,0,0.0,
303,3,0,0.0,
304,3,0,0.0,
305,3,0,0.0,
306,3,0,0.0,
307,3,0,0.0,
308,3,0,0.0,
309,3,0,0.0,
310,3,0,0.0,
311,3,0,0.0,
311,4,0,0.0,
312,3,0,0.0,
312,4,0,0.0,
313,3,0,0.0,
314,3,0,0.0,
315,3,0,0.0,
316,3,0,0.0,
316,4,0,0.0,
317,3,0,0.0,
318,3,0,0.0,
319,3,0,0.0,
320,3,0,0.0,
321,3,0,0.0,
322,3,0,0.0,
323,3,0,0.0,
323,4,0,0.0,
324,3,0,0.0,
324,4,0,0.0,
325,3,0,0.0,
325,4,0,0.0,
326,3,0,0.0,
326,4,0,0.0,
327,3,0,0.0,
327,4,0,0.0,
328,3,0,0.0,
328,4,0,0.0,
329,3,0,0.0,
329,4,0,0.0,
330,3,0,0.0,
330,4,0,0.0,
331,3,0,0.0,
331,4,0,0.0,
332,3,0,0.0,
332,4,0,0.0,
333,3,0,0.0,
333,4,0,0.0,
334,3,0,0.0,
334,4,0,0.0,
335,3,0,0.0,
335,4,0,0.0,
336,3,0,0.0,
336,4,0,0.0,
337,3,0,0.0,
337,4,0,0.0,
338,3,0,0.0,
338,4,0,0.0,
339,3,0,0.0,
339,4,0,0.0,
340,3,0,0.0,
340,4,0,0.0,
341,3,0,0.0,
341,4,0,0.0,
342,3,0,0.0,
342,4,0,0.0,
343,3,0,0.0,
343,4,0,0.0,
344,3,0,0.0,
344,4,0,0.0,
345,3,0,0.0,
345,4,0,0.0,
346,3,0,0.0,
346,4,0,0.0,
347,3,0,0.0,
347,4,0,0.0,
348,3,0,0.0,
348,4,0,0.0,
349,3,0,0.0,
349,4,0,0.0,
350,3,0,0.0,
350,4,0,0.0,
351,3,0,0.0,
351,4,0,0.0,
352,3,0,0.0,
352,4,0,0.0,
353,3,0,0.0,
353,4,0,0.0,
354,3,0,0.0,
354,4,0,0.0,
355,3,0,0.0,
355,4,0,0.0,
356,3,0,0.0,
356,4,0,0.0,
357,3,0,0.0,
357,4,0,0.0,
358,3,0,0.0,
358,4,0,0.0,
358,15,0,-1.50423542319214,
359,3,0,0.0,
359,4,0,0.0,
360,3,0,0.0,
360,4,0,0.0,
361,3,0,0.0,
361,4,0,0.0,
362,3,0,0.0,
362,4,0,0.0,
363,3,0,0.0,
363,4,0,0.0,
364,3,0,0.0,
364,4,0,0.0,
365,3,0,0.0,
365,4,0,0.0,
366,3,0,0.0,
366,4,0,0.0,
367,3,0,0.0,
367,4,0,0.0,
368,3,0,0.0,
368,4,0,0.0,
369,3,0,0.0,
369,4,0,0.0,
370,3,0,0.0,
370,4,0,0.0,
371,3,0,0.0,
371,4,0,0.0,
372,3,0,0.0,
372,4,0,0.0,
373,3,0,0.0,
373,4,0,0.0,
373,15,0,1.0181591906523668,
374,3,0,0.0,
374,4,0,0.0,
375,3,0,0.0,
375,4,0,0.0,
376,3,0,0.0,
376,4,0,0.0,
377,3,0,0.0,
377,4,0,0.0,
378,3,0,0.0,
378,4,0,0.0,
379,3,0,0.0,
379,4,0,0.0,
380,3,0,0.0,
380,4,0,0.0,
381,3,0,0.0,
381,4,0,0.0,
382,3,0,0.0,
382,4,0,0.0,
382,15,0,-0.7623546544143438,
383,3,0,0.0,
383,4,0,0.0,
384,3,0,0.0,
384,4,0,0.0,
385,3,0,0.0,
385,4,0,0.0,
386,3,0,0.0,
386,4,0,0.0,
387,3,0,0.0,
387,4,0,0.0,
388,3,0,0.0,
388,4,0,0.0,
389,3,0,0.0,
389,4,0,0.0,
390,3,0,0.0,
390,4,0,0.0,
391,3,0,0.0,
391,4,0,0.0,
392,3,0,0.0,
392,4,0,0.0,
392,15,0,-1.4547767052736202,
393,3,0,0.0,
393,4,0,0.0,
394,3,0,0.0,
394,4,0,0.0,
394,15,0,-1.4547767052736202,
395,3,0,0.0,
395,4,0,0.0,
395,14,0,-0.9948508745858998,
395,15,0,-1.4547767052736202,
396,3,0,0.0,
396,4,0,0.0,
397,3,0,0.0,
397,4,0,0.0,
398,3,0,0.0,
398,4,0,0.0,
399,3,0,0.0,
399,4,0,0.0,
