error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,0,3,0,2,2,,
1,0,4,0,2,2,,
2,0,15,0,2,2,,
3,0,16,0,2,2,,
4,1,3,0,2,2,,
5,1,4,0,2,2,,
6,1,9,0,2,2,,
7,1,15,0,2,2,,
8,1,16,0,2,2,,
9,2,3,0,2,2,,
10,2,4,0,2,2,,
11,2,15,0,2,2,,
12,2,16,0,2,2,,
13,3,3,0,2,2,,
14,3,4,0,2,2,,
15,3,15,0,2,2,,
16,3,16,0,2,2,,
17,4,3,0,2,2,,
18,4,4,0,2,2,,
19,4,15,0,2,2,,
20,4,16,0,2,2,,
21,5,3,0,2,2,,
22,5,4,0,2,2,,
23,5,15,0,2,2,,
24,5,16,0,2,2,,
25,6,3,0,2,2,,
26,6,4,0,2,2,,
27,6,15,0,2,2,,
28,6,16,0,2,2,,
29,7,1,0,1,1,,-1.1453798677717775
30,7,3,0,2,2,,
31,7,4,0,2,2,,
32,7,15,0,2,2,,
33,7,16,0,2,2,,
34,8,3,0,2,2,,
35,8,4,0,2,2,,
36,9,3,0,2,2,,
37,9,4,0,2,2,,
38,10,3,0,2,2,,
39,10,4,0,2,2,,
40,11,3,0,2,2,,
41,11,4,0,2,2,,
42,12,3,0,2,2,,
43,12,4,0,2,2,,
44,13,3,0,2,2,,
45,13,4,0,2,2,,
46,13,15,0,2,2,,
47,14,3,0,2,2,,
48,14,4,0,2,2,,
49,14,15,0,2,2,,
50,15,3,0,2,2,,
51,15,4,0,2,2,,
52,16,3,0,2,2,,
53,16,4,0,2,2,,
54,17,3,0,2,2,,
55,17,4,0,2,2,,
56,18,3,0,2,2,,
57,18,4,0,2,2,,
58,19,3,0,2,2,,
59,19,4,0,2,2,,
60,20,1,0,2,2,,
61,20,3,0,2,2,,
62,20,4,0,2,2,,
63,20,7,0,2,2,,
64,21,3,0,2,2,,
65,21,4,0,2,2,,
66,22,3,0,2,2,,
67,22,4,0,2,2,,
68,23,3,0,2,2,,
69,23,4,0,2,2,,
70,24,3,0,2,2,,
71,24,4,0,2,2,,
72,24,15,0,2,2,,
73,25,3,0,2,2,,
74,25,4,0,2,2,,
75,26,3,0,2,2,,
76,26,4,0,2,2,,
77,27,3,0,2,2,,
78,27,4,0,2,2,,
79,28,3,0,2,2,,
80,28,4,0,2,2,,
81,29,3,0,2,2,,
82,29,4,0,2,2,,
83,29,14,0,2,2,,
84,30,3,0,2,2,,
85,30,4,0,2,2,,
86,31,3,0,2,2,,
87,31,4,0,2,2,,
88,32,3,0,2,2,,
89,32,4,0,2,2,,
90,33,3,0,2,2,,
91,33,4,0,2,2,,
92,33,9,0,2,2,,
93,34,3,0,2,2,,
94,34,4,0,2,2,,
95,35,3,0,2,2,,
96,35,4,0,2,2,,
97,36,3,0,2,2,,
98,36,4,0,2,2,,
99,37,3,0,2,2,,
100,37,4,0,2,2,,
101,38,3,0,2,2,,
102,38,4,0,2,2,,
103,39,3,0,2,2,,
104,39,4,0,2,2,,
105,39,5,0,2,2,,
106,40,3,0,2,2,,
107,40,4,0,2,2,,
108,41,3,0,2,2,,
109,41,4,0,2,2,,
110,42,3,0,2,2,,
111,42,4,0,2,2,,
112,43,3,0,2,2,,
113,43,4,0,2,2,,
114,44,3,0,2,2,,
115,44,4,0,2,2,,
116,45,3,0,2,2,,
117,45,4,0,2,2,,
118,46,3,0,2,2,,
119,46,4,0,2,2,,
120,46,15,0,2,2,,
121,47,3,0,2,2,,
122,47,4,0,2,2,,
123,48,3,0,2,2,,
124,48,4,0,2,2,,
125,48,15,0,2,2,,
126,49,3,0,2,2,,
127,49,4,0,2,2,,
128,49,15,0,2,2,,
129,50,3,0,2,2,,
130,50,4,0,2,2,,
131,51,3,0,2,2,,
132,51,4,0,2,2,,
133,51,9,0,2,2,,
134,52,3,0,2,2,,
135,52,4,0,2,2,,
136,53,3,0,2,2,,
137,53,4,0,2,2,,
138,54,3,0,2,2,,
139,54,4,0,2,2,,
140,55,3,0,2,2,,
141,55,4,0,2,2,,
142,56,3,0,2,2,,
143,56,4,0,2,2,,
144,57,3,0,2,2,,
145,57,4,0,2,2,,
146,57,17,0,2,2,,
147,58,3,0,2,2,,
148,58,4,0,2,2,,
149,59,3,0,2,2,,
150,59,4,0,2,2,,
