error_idx,row_idx,col,error_type,action,original_action,dirty_value,result_value
0,4,3,0,2,2,,
1,36,2,0,1,1,,-1.2594123035978462
2,103,3,0,1,1,,0.5873641918453103
3,133,2,0,1,1,,-0.5960542541849283
4,143,2,0,1,1,,1.7389660797485424
5,154,3,0,2,2,,
6,165,2,0,1,1,,1.6062944698659587
7,170,3,0,1,1,,-1.054340442105189
8,191,3,0,1,1,,0.5873641918453103
9,246,3,0,1,1,,0.14175864834446056
10,248,2,0,1,1,,0.757196166617424
11,289,2,0,1,1,,0.19997540511057302
12,305,2,0,1,1,,0.5979902347583237
13,311,2,0,1,1,,-0.7021915420909952
14,312,2,0,1,1,,1.7389660797485424
15,357,2,0,1,1,,-0.9410004398796455
16,361,2,0,1,1,,0.49185294685225683
17,366,3,0,3,3,,-1.4530401389217387
18,371,3,0,1,1,,0.7984405019246602
19,372,3,0,1,1,,-1.2654167521845388
20,374,2,0,1,1,,-0.22457374651369436
21,397,3,0,1,1,,1.6192928188999098
22,462,3,0,1,1,,-1.2654167521845388
23,521,2,0,1,1,,-0.22457374651369436
24,526,2,0,3,3,,-1.3124809475508796
25,527,2,0,3,3,,0.8102648105704574
26,536,3,0,3,3,,1.7131045122685098
27,541,3,0,1,1,,0.37628788176596045
28,554,3,0,1,1,,-0.25694104847208926
29,567,2,0,1,1,,-0.3572453563962779
30,645,2,0,3,3,,0.19997540511057302
31,673,2,0,1,1,,-0.994069083832679
32,687,3,0,1,1,,-0.5149232052357391
33,712,3,0,1,1,,-0.04586473839273936
34,713,3,0,3,3,,1.1267814287147602
35,787,2,0,3,3,,1.7124317577720258
36,814,3,0,3,3,,1.43166943216271
37,822,3,0,1,1,,-0.022411815050589368
38,885,2,0,3,3,,-0.808328829997062
39,906,3,0,1,1,,-0.1865822784456393
40,911,2,0,3,3,,-0.7021915420909952
41,964,2,0,3,3,,-0.3041767124432445
42,987,2,0,3,3,,0.38571565894619
43,999,2,0,3,3,,-0.808328829997062
44,1009,3,0,3,3,,-0.49147028189358916
45,1066,3,0,3,3,,0.9860638886618601
46,1075,2,0,3,3,,0.8102648105704574
47,1142,3,0,1,1,,-0.022411815050589368
48,1150,2,0,3,3,,1.7124317577720258
49,1171,3,0,3,3,,-0.022411815050589368
50,1186,3,0,3,3,,-0.608734898604339
51,1212,2,0,3,3,,1.4470885380068585
52,1226,3,0,3,3,,-1.054340442105189
53,1276,2,0,3,3,,-0.5695199322084116
54,1287,2,0,3,3,,-0.7021915420909952
55,1320,2,0,3,3,,0.5183872688287735
56,1340,3,0,3,3,,0.5873641918453103
57,1383,2,0,3,3,,-0.542985610231895
58,1451,2,0,3,3,,1.7655004017250593
59,1466,2,0,3,3,,1.208279640218208
60,1470,2,0,3,3,,1.6858974357955088
61,1491,3,0,3,3,,1.40821650882056
62,1509,3,0,3,3,,0.9626109653197101
63,1510,2,0,3,3,,1.4470885380068585
64,1554,2,0,3,3,,1.4736228599833752
65,1561,3,0,3,3,,-1.101246288789489
66,1570,3,0,3,3,,-1.3592284455531387
67,1586,2,0,3,3,,-0.7021915420909952
68,1591,3,0,3,3,,0.42319372845026043
69,1604,2,0,3,3,,-0.38377967837279464
70,1665,3,0,3,3,,0.6342700385296103
71,1678,3,0,3,3,,-0.04586473839273936
72,1680,3,0,3,3,,-0.022411815050589368
73,1685,3,0,3,3,,-0.5618290519200391
74,1777,2,0,3,3,,-0.994069083832679
75,1805,3,0,3,3,,-0.9370758253944389
76,1827,2,0,3,3,,0.6245245567348404
77,1865,3,0,3,3,,0.11830572500231057
78,1869,3,0,3,3,,1.33785773879411
79,1940,3,0,3,3,,0.5404583451610103
80,1943,3,0,3,3,,-1.101246288789489
81,1963,2,0,3,3,,-0.7021915420909952
82,1985,2,0,3,3,,-0.012299170701560676
83,2023,3,0,3,3,,-1.0308875187630389
84,2056,3,0,3,3,,-1.054340442105189
85,2059,3,0,3,3,,1.6192928188999098
86,2065,2,0,3,3,,-1.0736720497622292
87,2107,3,0,3,3,,-1.3826813688952888
88,17,4,1,0,0,1.1598097812879553,
89,48,3,1,3,3,0.7046288085560602,0.42319372845026043
90,52,3,1,3,3,1.1736872753990601,1.38476358547841
