idx,col,error_type,estimated_value,current_dirty_value
0,1,0,1.7022882353734106,
5,1,0,1.0025124496515914,
5,2,0,0.3346874326955829,
7,2,0,-1.8866196706077092,
8,2,0,-0.5628103868208988,
11,1,0,-0.2527554546329087,
11,2,0,-0.147717645294526,
12,2,0,-1.0339967420670517,
14,2,0,-1.29202736517804,
15,2,0,-0.8208410099318872,
18,1,0,-1.010244707218383,
18,2,0,-0.7535286734681511,
18,3,0,-1.0734443238212041,
23,2,0,0.6824678377582195,
23,3,0,-0.003982897637544656,
25,2,0,-1.29202736517804,
27,2,0,-0.5403729413329867,
28,1,0,-1.8254474266675125,
28,2,0,-1.8866196706077092,
29,2,0,0.2785938189758028,
38,2,0,-1.29202736517804,
40,1,0,-0.30325473813860704,
40,2,0,-0.22624870450221812,
40,3,0,0.02794132403957951,
46,1,0,0.2666657471399879,
46,2,0,0.7049052832461316,
50,2,0,-0.0018742496230977207,
51,2,0,0.05421936409668238,
55,2,0,-1.9651507298154014,
59,2,0,-0.03553041785496578,
59,3,0,-0.857955827500616,
60,1,0,0.30995084728772926,
60,2,0,0.30103126446371486,
60,3,0,-1.7119287573636874,
61,3,0,-1.249027543045387,
67,1,0,-0.9453170569967709,
67,2,0,-1.8193073341439732,
67,3,0,1.855603015054938,
72,2,0,0.7049052832461316,
75,1,0,-0.7361057396160209,
76,2,0,-1.5724954337769406,
77,2,0,2.017495844288986,
77,3,0,1.0255732514497096,
81,2,0,0.6488116695263515,
81,3,0,-0.7382399962114005,
85,2,0,-1.4939643745692486,
86,2,0,-0.4169669911494705,
86,3,0,-1.0095958804669558,
88,2,0,-0.22624870450221812,
88,3,0,0.02794132403957951,
89,2,0,-1.1013090785307877,
91,2,0,-1.29202736517804,
95,2,0,1.2882788659318447,
96,2,0,-1.1013090785307877,
97,2,0,1.2882788659318447,
99,2,0,0.41321849190327503,
99,3,0,0.0838087119745468,
100,2,0,-0.5628103868208988,
100,3,0,-0.1636040060231655,
101,2,0,1.6360592709944812,
101,3,0,-1.1133496009176094,
104,2,0,-0.7535286734681511,
104,3,0,-1.0734443238212041,
110,2,0,0.6600303922703075,
110,3,0,-0.267357726473819,
112,2,0,1.2882788659318447,
118,2,0,-2.122212848230786,
120,2,0,2.017495844288986,
120,3,0,-1.1133496009176094,
122,2,0,-0.22624870450221812,
128,2,0,-0.22624870450221812,
131,2,0,-0.0467491405989218,
132,2,0,1.467778429835141,
135,2,0,-1.3369022561538642,
137,2,0,-1.5724954337769406,
142,2,0,-0.4169669911494705,
151,2,0,0.41321849190327503,
155,2,0,-1.0676529102989196,
